name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
YIWIY,28,F,Manager,Widowed,Bachelor,105000,Urban,Ford,3,3.5,6000,1,1,0,25,Low
HTWAM,61,M,Retired,Married,Master,25000,Urban,Ford,8,4.0,7000,3,2,3,26,Low
SRTGE,42,F,Artist,Widowed,Master,100000,Urban,Audi,4,2.0,5000,0,4,1,22,Low
JEBFI,64,M,Engineer,Widowed,Bachelor,85000,Urban,Ford,6,2.5,7000,3,1,0,27,Low
MYDBN,25,M,Teacher,Single,Bachelor,40000,Urban,Tesla,1,4.0,15000,1,4,1,16,Medium
XQVAK,62,M,Doctor,Widowed,PhD,115000,Suburban,Toyota,13,3.5,8000,3,4,0,34,High
HRHXB,26,M,Engineer,Single,None,105000,Urban,Mercedes,8,2.5,16000,1,2,3,3,Low
QBJEC,46,M,Doctor,Widowed,None,125000,Urban,Ford,6,2.0,11000,1,0,2,37,Medium
YBVIJ,26,M,Doctor,Divorced,Master,80000,Suburban,Ford,4,4.0,6000,2,3,0,7,Low
XMYBX,51,M,Doctor,Single,Master,50000,Rural,Chevrolet,13,2.5,12000,0,3,0,21,Low
MTJCQ,28,M,Manager,Divorced,Master,35000,Urban,Ford,10,4.0,7000,2,1,2,15,Low
LBEOK,47,M,Teacher,Divorced,Master,65000,Urban,Audi,8,4.0,7000,1,3,3,11,High
DNQHX,23,M,Architect,Widowed,Bachelor,30000,Urban,Mercedes,5,3.0,15000,1,4,2,28,High
MEVPZ,34,F,Architect,Widowed,PhD,145000,Urban,BMW,14,3.0,10000,1,1,2,39,Low
XPAXO,27,M,Engineer,Widowed,PhD,45000,Suburban,Chevrolet,6,3.5,6000,1,4,2,2,Low
RXYAS,66,F,Teacher,Married,PhD,60000,Suburban,Toyota,1,4.0,11000,2,0,2,29,Low
MQAIJ,18,M,Architect,Widowed,Bachelor,115000,Urban,Mercedes,9,2.5,16000,2,4,2,4,Low
SLQSG,33,M,Lawyer,Widowed,Master,25000,Rural,Honda,6,1.5,12000,3,1,2,1,Low
AMKVP,37,F,Retired,Divorced,Bachelor,35000,Urban,Mercedes,9,2.0,19000,0,4,1,23,Low
TIQCR,26,M,Manager,Divorced,Bachelor,140000,Urban,Nissan,2,2.5,10000,2,0,1,14,Low
WEYLX,68,M,Artist,Widowed,Master,100000,Suburban,Chevrolet,2,3.0,14000,1,0,1,5,Low
OZLVI,40,M,Engineer,Married,Bachelor,20000,Urban,Ford,12,1.5,12000,3,1,2,21,Medium
XUNYW,69,F,Teacher,Widowed,None,120000,Urban,Tesla,10,2.5,18000,2,0,1,12,High
CRBFR,69,F,Lawyer,Divorced,Bachelor,120000,Urban,Honda,13,4.0,14000,0,4,2,32,Medium
WTLMJ,33,M,Architect,Widowed,PhD,20000,Urban,Mercedes,11,4.0,17000,0,2,2,16,Low
QONSK,62,M,Artist,Divorced,Master,105000,Urban,Ford,7,2.5,14000,0,4,0,1,Medium
HHCIL,66,M,Doctor,Widowed,PhD,55000,Suburban,Mercedes,1,2.5,10000,2,1,0,27,Low
BFJLU,44,F,Engineer,Single,Bachelor,100000,Suburban,Chevrolet,10,3.5,14000,0,4,0,11,Low
MJGTK,50,F,Lawyer,Widowed,Bachelor,35000,Rural,Nissan,2,3.0,14000,3,3,2,5,High
VNFTA,30,M,Engineer,Widowed,PhD,140000,Rural,Audi,9,4.0,6000,2,3,1,30,Low
CEZWI,46,M,Doctor,Divorced,None,80000,Rural,Mercedes,3,4.0,12000,3,0,1,27,Low
HFXFU,27,M,Student,Widowed,Master,140000,Urban,Honda,8,4.0,12000,1,4,3,2,Medium
RSLBN,51,F,Student,Widowed,PhD,140000,Suburban,Chevrolet,8,3.5,7000,2,4,3,39,Low
YFGIN,36,F,Retired,Single,Bachelor,145000,Suburban,BMW,12,2.0,9000,3,3,1,4,High
FRKQU,48,F,Teacher,Divorced,PhD,55000,Suburban,BMW,6,2.0,5000,2,1,2,13,Medium
LEKGE,40,M,Teacher,Married,Bachelor,95000,Urban,Audi,2,2.0,8000,0,2,1,20,Medium
ORQHZ,37,M,Lawyer,Widowed,Master,135000,Rural,Honda,7,3.0,11000,2,4,1,18,Low
SGVIK,42,M,Teacher,Single,None,70000,Rural,Toyota,13,3.5,7000,0,3,1,21,Low
UIOJS,21,F,Retired,Widowed,None,65000,Suburban,Chevrolet,4,4.0,14000,3,4,2,27,Low
VTKNJ,35,F,Artist,Divorced,Master,25000,Urban,Chevrolet,12,3.0,12000,0,4,3,25,Medium
WZOJT,49,F,Engineer,Married,Bachelor,55000,Urban,Chevrolet,13,3.5,9000,2,4,2,2,Medium
DFEPC,52,F,Artist,Single,Bachelor,55000,Suburban,Audi,13,2.0,12000,2,4,2,17,Medium
DUKWH,45,M,Doctor,Married,PhD,115000,Urban,BMW,9,1.5,13000,1,0,3,4,Low
ABMEW,47,F,Engineer,Married,Bachelor,130000,Suburban,Tesla,2,2.5,6000,3,1,1,10,Low
PBEOX,41,F,Artist,Single,Master,35000,Urban,Honda,3,2.5,9000,2,2,2,9,Medium
TRVWE,45,M,Artist,Single,PhD,35000,Urban,Ford,1,2.5,7000,3,2,3,33,High
GJPIH,39,F,Doctor,Widowed,Master,130000,Rural,Chevrolet,2,3.5,11000,3,1,2,1,Low
LLRJA,55,F,Engineer,Single,PhD,40000,Suburban,Nissan,4,3.5,17000,3,1,2,11,Low
VCPFX,59,M,Artist,Widowed,Master,75000,Urban,Ford,1,2.0,18000,0,1,1,6,Low
VLSEZ,28,M,Teacher,Married,Master,40000,Urban,Chevrolet,13,1.5,16000,1,3,0,14,Low
KLFKT,65,F,Retired,Divorced,Master,25000,Rural,Chevrolet,2,2.0,10000,2,3,1,9,Low
WVNRK,59,M,Artist,Widowed,Master,70000,Urban,Tesla,10,3.0,16000,3,1,3,32,Low
DKRJF,60,M,Engineer,Divorced,Bachelor,55000,Urban,Audi,9,4.0,6000,1,1,1,4,Low
GJKMO,20,M,Student,Married,Master,110000,Urban,Audi,12,1.5,18000,2,2,1,13,High
HBXUH,35,M,Lawyer,Married,PhD,100000,Urban,Honda,14,2.0,15000,1,2,3,15,High
UEUOL,67,M,Retired,Single,Bachelor,140000,Suburban,Tesla,13,3.5,14000,3,3,3,14,Medium
OFHXJ,60,M,Manager,Single,None,145000,Urban,Toyota,12,3.0,8000,0,0,2,29,Low
KAPUD,30,M,Manager,Divorced,Master,130000,Rural,Tesla,1,3.5,18000,3,1,2,36,Low
SHNBE,19,M,Lawyer,Married,Bachelor,55000,Urban,BMW,12,2.0,19000,3,4,2,21,High
WYNGQ,57,M,Engineer,Widowed,Bachelor,115000,Urban,BMW,6,1.5,7000,3,1,0,25,Low
LNFLI,31,F,Artist,Divorced,Master,40000,Suburban,BMW,6,3.5,7000,0,1,0,8,Low
MQMEZ,29,F,Engineer,Single,Bachelor,35000,Suburban,Mercedes,6,2.0,18000,3,1,0,12,Medium
SFMUH,24,M,Lawyer,Married,PhD,55000,Urban,Honda,3,1.5,15000,1,1,1,25,Low
RRRHC,46,F,Student,Married,Bachelor,105000,Rural,Tesla,5,2.0,19000,3,3,3,34,Low
CIIJS,52,F,Engineer,Married,PhD,110000,Rural,Nissan,1,3.5,9000,0,1,0,6,High
CGGUK,18,M,Teacher,Single,Master,105000,Urban,Toyota,7,4.0,19000,2,4,0,22,Low
KDJMC,52,M,Architect,Widowed,Bachelor,120000,Urban,Ford,8,2.5,6000,2,4,2,7,Low
ZXBRK,62,M,Artist,Married,None,130000,Urban,Chevrolet,12,3.5,5000,2,1,3,31,Low
VVMKT,25,M,Architect,Widowed,PhD,120000,Urban,Tesla,13,4.0,11000,2,0,3,19,Low
UHNXK,44,F,Lawyer,Married,Master,25000,Rural,Audi,8,3.5,12000,0,3,0,39,Low
EISGA,64,M,Doctor,Divorced,PhD,95000,Rural,BMW,5,2.0,10000,1,1,3,7,Medium
AGQDF,38,M,Lawyer,Married,Master,70000,Urban,Honda,3,3.5,12000,1,1,1,18,Low
IJZYB,46,F,Lawyer,Divorced,Master,65000,Urban,Chevrolet,9,1.5,9000,2,2,3,39,Medium
NHQFX,48,F,Doctor,Widowed,Bachelor,145000,Urban,Honda,5,1.5,19000,1,0,3,21,Low
YICDN,22,M,Manager,Divorced,PhD,80000,Rural,Nissan,12,4.0,14000,0,3,0,1,Low
URBZV,27,M,Manager,Widowed,None,30000,Rural,Honda,14,2.5,15000,0,3,2,39,Low
LTTVV,26,F,Retired,Widowed,Bachelor,95000,Urban,Honda,3,3.0,5000,1,1,1,22,High
JMSHI,40,M,Retired,Married,Master,120000,Urban,Toyota,1,1.5,16000,1,1,0,29,Medium
VPNFV,18,M,Doctor,Divorced,Bachelor,130000,Urban,Toyota,5,1.5,17000,1,4,2,2,Low
PYSOQ,32,F,Doctor,Single,PhD,75000,Rural,BMW,2,1.5,19000,3,2,3,18,Low
BZMMT,62,F,Lawyer,Divorced,Master,105000,Suburban,Toyota,7,3.0,8000,1,1,2,26,Medium
AGDKS,60,F,Manager,Widowed,Master,25000,Urban,Audi,6,2.0,14000,1,1,2,29,High
PFYNN,37,F,Student,Single,Master,50000,Suburban,Honda,2,2.5,16000,3,2,2,17,Low
ZHZVY,62,F,Doctor,Divorced,Master,110000,Rural,Honda,6,2.0,16000,1,4,2,37,Low
QYWXK,50,F,Retired,Single,Master,145000,Urban,Ford,9,1.5,19000,2,4,0,16,Medium
CWPUM,56,M,Architect,Widowed,Master,125000,Rural,Nissan,14,4.0,15000,2,2,0,28,Medium
FDPUC,19,M,Architect,Married,Master,45000,Urban,Chevrolet,6,2.5,9000,1,0,2,29,Medium
UYSEI,42,F,Engineer,Widowed,Master,85000,Suburban,Chevrolet,13,2.0,16000,0,3,1,6,Low
SKOGJ,59,F,Retired,Divorced,Master,105000,Rural,Audi,8,1.5,11000,0,4,1,13,Low
GSOGE,21,M,Doctor,Married,None,40000,Rural,BMW,10,3.5,14000,0,2,1,1,Low
MBDFU,64,M,Student,Married,Master,20000,Urban,Chevrolet,6,2.5,10000,0,1,0,19,Low
UWVTB,60,F,Manager,Divorced,PhD,75000,Urban,Toyota,14,3.0,17000,0,4,2,22,Low
BNCPN,64,F,Lawyer,Divorced,Master,40000,Suburban,Chevrolet,9,3.5,12000,3,3,3,25,Medium
ENSSM,42,M,Artist,Widowed,Bachelor,50000,Rural,Audi,12,2.0,16000,1,0,2,24,Low
ORBAB,37,M,Student,Married,Bachelor,85000,Urban,Tesla,9,3.5,19000,1,3,1,31,Low
VPFRK,38,F,Lawyer,Single,PhD,60000,Urban,Mercedes,2,2.0,18000,2,2,1,36,Low
CEJMM,60,F,Manager,Widowed,Master,70000,Urban,Nissan,3,3.5,18000,0,1,2,33,Low
ZTKEX,38,M,Manager,Married,Bachelor,55000,Rural,Honda,11,3.0,13000,1,1,1,13,High
TSQMZ,55,F,Engineer,Married,Master,65000,Rural,Chevrolet,10,1.5,11000,1,2,1,29,Low
RVORR,56,M,Manager,Widowed,PhD,135000,Rural,Chevrolet,1,2.5,10000,1,0,3,14,Low
ZEMTF,40,F,Teacher,Divorced,PhD,25000,Rural,Ford,5,2.0,19000,3,2,2,26,Low
AQYUT,29,F,Manager,Divorced,Master,145000,Urban,Nissan,9,3.0,9000,1,4,1,16,Low
YCDHH,34,F,Retired,Divorced,Master,135000,Rural,Chevrolet,9,1.5,9000,1,2,0,32,Low
ELSSM,51,F,Lawyer,Widowed,Master,90000,Urban,Nissan,1,1.5,10000,1,0,2,8,Medium
CMCAM,34,F,Engineer,Single,PhD,105000,Urban,Nissan,1,2.0,11000,3,2,1,5,Low
LVJIA,68,M,Retired,Widowed,Master,140000,Rural,Audi,1,3.5,18000,0,4,3,1,Low
HCLNR,40,M,Artist,Divorced,None,75000,Urban,Ford,11,3.5,17000,1,3,2,2,Medium
ZDXZM,23,M,Teacher,Divorced,Master,65000,Urban,Toyota,13,2.0,18000,0,4,0,4,Low
PRIZZ,60,F,Teacher,Married,Master,95000,Rural,Chevrolet,3,4.0,18000,3,0,3,22,Low
TJRCC,57,F,Artist,Widowed,Bachelor,45000,Urban,Nissan,1,3.5,12000,3,2,3,20,Low
FGWPQ,18,F,Student,Divorced,None,70000,Urban,BMW,9,2.0,6000,2,3,2,36,Low
KPXGL,56,F,Engineer,Divorced,Bachelor,40000,Rural,Toyota,10,4.0,5000,3,4,1,5,Medium
OMZME,42,F,Artist,Single,PhD,130000,Rural,Nissan,5,2.0,9000,3,3,3,34,High
YUZUY,65,M,Manager,Married,Bachelor,135000,Urban,Tesla,4,4.0,10000,0,3,0,13,Medium
RMEZR,34,M,Lawyer,Single,Bachelor,35000,Rural,Ford,6,4.0,19000,0,1,2,3,Medium
HHCDS,55,F,Manager,Single,Bachelor,140000,Urban,BMW,3,3.5,14000,2,0,2,36,Low
FDQNQ,39,F,Architect,Divorced,Master,120000,Rural,Tesla,2,3.0,5000,2,2,2,26,High
IVXUJ,49,F,Student,Divorced,Master,55000,Suburban,BMW,11,2.5,13000,1,1,0,19,Medium
MCRLN,19,M,Architect,Widowed,Master,30000,Urban,Mercedes,6,2.0,17000,0,4,3,17,High
CQEVS,34,M,Engineer,Married,None,50000,Urban,Audi,10,3.5,15000,2,2,1,30,Medium
JOIAQ,43,M,Architect,Widowed,PhD,80000,Suburban,Audi,8,3.0,8000,3,2,2,5,Low
NLVMT,38,F,Retired,Married,Bachelor,45000,Urban,BMW,3,1.5,12000,2,2,1,1,Low
SGAIG,22,F,Retired,Single,Master,140000,Urban,BMW,6,1.5,6000,1,0,0,24,Low
ECVNA,58,M,Teacher,Single,PhD,95000,Urban,BMW,1,3.5,8000,0,1,3,37,High
PIDNH,66,F,Lawyer,Divorced,Master,45000,Suburban,Ford,3,4.0,14000,0,3,1,7,Low
QRYGW,49,F,Manager,Divorced,PhD,100000,Urban,Audi,7,2.0,14000,2,2,1,32,Low
RSVZI,67,M,Doctor,Widowed,PhD,65000,Urban,Ford,9,3.0,15000,2,1,3,39,Low
TFQZB,30,F,Lawyer,Married,PhD,40000,Rural,Honda,11,2.0,11000,2,4,3,17,Low
FYHEF,50,F,Retired,Divorced,PhD,85000,Urban,Nissan,3,2.5,12000,0,2,3,9,Low
LWZEF,29,M,Engineer,Married,Bachelor,55000,Urban,Mercedes,13,3.5,12000,0,4,3,15,Low
GIQNF,37,M,Retired,Single,Bachelor,105000,Urban,Honda,4,3.0,8000,2,3,1,28,Medium
XDWYM,60,M,Retired,Divorced,Master,95000,Urban,Mercedes,12,3.0,7000,2,0,3,4,Medium
OVJVA,45,F,Artist,Single,Bachelor,85000,Suburban,Ford,10,4.0,19000,1,3,2,11,Medium
KGMOA,36,M,Teacher,Married,None,50000,Urban,Honda,6,1.5,6000,2,0,3,35,Low
NWGNU,53,M,Student,Married,Bachelor,85000,Urban,Mercedes,7,3.5,17000,2,0,1,6,High
AQKMU,56,F,Manager,Married,Bachelor,120000,Urban,BMW,11,2.5,13000,1,1,0,25,Low
JXPRT,18,F,Retired,Widowed,Master,145000,Suburban,Toyota,1,2.5,9000,3,0,0,8,Low
JTFJW,68,F,Doctor,Single,PhD,30000,Suburban,Nissan,8,3.5,10000,3,3,3,15,Medium
TUKUP,33,F,Doctor,Divorced,Master,25000,Urban,Toyota,11,2.0,5000,0,1,2,20,Low
FMIXI,33,F,Architect,Single,Master,145000,Rural,Chevrolet,10,4.0,7000,2,0,1,10,Low
QPEYZ,25,M,Teacher,Widowed,PhD,145000,Rural,Mercedes,8,3.5,14000,3,0,0,20,Low
MBHRM,56,F,Student,Married,Master,55000,Urban,Chevrolet,14,4.0,6000,3,4,3,22,Low
GYWHJ,37,M,Retired,Single,Master,110000,Rural,Mercedes,14,2.0,6000,3,1,3,20,Low
UMFZX,46,F,Architect,Single,Master,100000,Urban,Toyota,9,1.5,14000,0,4,3,10,Medium
PZEZE,44,M,Engineer,Married,Master,105000,Rural,Mercedes,7,4.0,6000,2,1,1,15,Low
PBPNL,67,F,Student,Divorced,Master,50000,Urban,Ford,14,3.0,10000,3,1,3,34,Low
GLCXL,26,M,Doctor,Married,Bachelor,60000,Urban,Ford,9,2.5,15000,3,4,1,38,Low
CGLPI,58,F,Lawyer,Widowed,Master,110000,Urban,Tesla,12,3.0,7000,1,1,2,37,Medium
PLTSS,35,F,Artist,Divorced,Master,45000,Urban,Ford,5,3.5,14000,0,1,2,9,Low
SMOSF,40,M,Architect,Divorced,Master,55000,Urban,Toyota,4,3.5,7000,1,3,1,28,Low
QXSBL,29,M,Manager,Divorced,Master,110000,Urban,Toyota,7,2.0,13000,3,4,1,31,Low
BWNSX,45,F,Doctor,Married,Master,130000,Suburban,Ford,2,4.0,6000,0,1,1,18,High
XTHFA,48,M,Teacher,Married,None,100000,Urban,Tesla,1,3.0,9000,3,4,1,15,Low
WNKTN,21,F,Architect,Divorced,Master,35000,Suburban,Tesla,9,3.0,7000,1,1,3,10,High
LJHAN,36,F,Doctor,Divorced,Master,80000,Urban,Honda,1,4.0,11000,3,4,2,39,Low
VTNUK,32,M,Retired,Married,PhD,85000,Rural,Tesla,7,4.0,8000,3,4,2,24,High
LKFIG,63,M,Artist,Divorced,Bachelor,105000,Suburban,Mercedes,14,4.0,9000,0,4,2,19,Medium
KLDCN,42,F,Architect,Married,Bachelor,60000,Urban,Ford,4,2.5,6000,2,1,3,11,Medium
ILQNF,62,M,Lawyer,Widowed,Master,55000,Urban,Tesla,1,4.0,18000,1,0,1,22,Low
ZWNXR,46,M,Engineer,Divorced,Bachelor,80000,Urban,Tesla,6,4.0,15000,0,0,0,38,Low
XXBRL,25,F,Doctor,Widowed,Master,110000,Suburban,Tesla,6,2.5,10000,2,0,2,22,Medium
RHKPO,28,M,Engineer,Married,Master,120000,Urban,Mercedes,6,3.0,15000,1,2,1,9,Low
WHKUO,34,F,Teacher,Married,Master,125000,Rural,Nissan,4,4.0,7000,1,0,3,1,High
AJSFQ,37,F,Artist,Divorced,Bachelor,105000,Suburban,Tesla,9,2.0,10000,1,2,1,38,High
CQDAV,44,F,Manager,Divorced,Master,145000,Rural,Mercedes,11,2.0,5000,3,2,0,34,Medium
AMRBH,66,M,Teacher,Married,PhD,20000,Urban,Audi,14,1.5,14000,3,3,1,16,Low
SQIAZ,58,M,Engineer,Divorced,Master,35000,Rural,Honda,8,2.0,13000,3,2,3,25,Low
PQBRV,39,M,Manager,Single,Master,35000,Suburban,Nissan,8,2.0,5000,1,3,2,5,Medium
FAYXH,45,F,Retired,Married,Master,45000,Rural,BMW,6,3.0,17000,2,1,1,23,Medium
IESMB,24,F,Artist,Widowed,Master,145000,Urban,Audi,1,2.0,14000,0,4,3,22,Low
LGLWU,47,F,Teacher,Single,Bachelor,70000,Rural,Honda,8,4.0,7000,3,3,0,19,Low
JEJNZ,58,F,Student,Married,Bachelor,85000,Urban,Toyota,10,3.0,8000,3,4,2,32,Low
VSRYG,68,M,Doctor,Widowed,Bachelor,50000,Suburban,Mercedes,9,2.5,6000,1,1,3,17,Medium
UHTFV,65,M,Manager,Married,PhD,125000,Rural,Ford,10,1.5,16000,3,3,3,17,Low
HCKTV,37,M,Manager,Divorced,None,130000,Suburban,Honda,9,3.0,13000,1,0,2,4,Medium
YCPPY,47,M,Lawyer,Married,Master,115000,Urban,Ford,4,3.5,5000,1,0,1,12,Low
WXEDL,63,F,Doctor,Divorced,PhD,95000,Urban,Ford,2,2.0,10000,1,1,3,7,Low
AUASX,67,F,Lawyer,Divorced,PhD,70000,Rural,Mercedes,13,2.0,14000,2,4,0,8,Low
IUIWE,48,M,Lawyer,Divorced,None,100000,Urban,Audi,10,2.0,18000,3,1,0,38,Medium
NEPOF,47,F,Doctor,Widowed,PhD,125000,Urban,Toyota,3,3.5,12000,0,3,0,13,Medium
TEATJ,69,M,Doctor,Divorced,PhD,90000,Urban,Ford,2,2.5,13000,2,0,1,33,Low
BBTPT,51,F,Teacher,Divorced,Master,100000,Urban,Nissan,3,1.5,5000,3,2,0,29,Low
YTPVH,29,F,Lawyer,Divorced,Master,105000,Suburban,Chevrolet,8,2.5,7000,2,0,2,29,Medium
WJQOB,29,F,Architect,Married,Bachelor,85000,Suburban,Honda,12,2.5,11000,0,3,1,19,Low
ESPVM,30,M,Engineer,Single,PhD,90000,Rural,Audi,11,3.5,15000,0,0,3,13,Low
XZTRO,42,M,Engineer,Single,Master,90000,Rural,Nissan,13,4.0,14000,2,4,3,27,Low
HCAMX,29,F,Doctor,Married,Master,125000,Urban,Chevrolet,14,4.0,14000,1,0,2,23,Low
YNNGV,41,M,Engineer,Widowed,Master,75000,Urban,Mercedes,11,3.0,6000,2,3,1,29,Low
UCQIX,58,M,Artist,Single,Master,30000,Urban,Honda,14,2.5,5000,1,3,1,11,Medium
FPVVQ,54,M,Student,Married,PhD,125000,Urban,BMW,5,2.5,7000,0,2,2,27,Low
GXFYQ,41,F,Doctor,Single,Master,50000,Urban,Tesla,10,1.5,11000,2,1,0,30,Medium
QKYEK,47,M,Retired,Married,Master,75000,Urban,Chevrolet,12,2.5,18000,1,0,1,1,Low
RQEIN,55,F,Doctor,Single,Master,55000,Urban,Ford,13,2.0,17000,1,1,2,8,High
SIIGE,19,F,Engineer,Single,PhD,110000,Rural,Tesla,7,2.5,7000,3,0,1,25,Low
JDZCN,64,M,Retired,Divorced,Master,90000,Rural,Chevrolet,9,2.5,19000,2,3,0,28,Low
GPEEP,49,F,Manager,Married,Master,70000,Urban,Ford,6,2.5,8000,3,2,2,38,Medium
HXJNM,39,F,Lawyer,Married,Master,65000,Rural,Audi,8,3.0,11000,3,2,0,26,High
RYQMI,44,F,Retired,Divorced,Master,40000,Rural,Ford,5,3.5,10000,2,2,0,6,Low
YEYRR,34,M,Architect,Married,PhD,115000,Rural,Tesla,7,2.5,6000,2,1,1,8,High
TKVAS,18,F,Student,Widowed,Master,60000,Urban,Audi,1,3.0,11000,0,4,0,21,Low
IPVUT,19,F,Manager,Single,None,80000,Suburban,Honda,9,3.5,11000,2,0,1,2,Low
VKALY,32,M,Teacher,Divorced,Master,70000,Rural,BMW,8,2.0,6000,2,0,0,5,Low
IFTPN,45,M,Lawyer,Married,Master,20000,Rural,Ford,9,2.0,9000,0,1,3,32,Low
FOGIJ,68,M,Architect,Single,Master,90000,Suburban,Tesla,13,4.0,6000,0,4,2,28,Low
WYAJO,44,F,Retired,Single,PhD,130000,Rural,Ford,8,3.0,8000,1,2,0,4,Low
RGEYW,49,M,Doctor,Married,PhD,35000,Urban,Toyota,4,2.0,17000,2,1,3,17,Medium
DSMFQ,52,M,Retired,Widowed,Bachelor,110000,Urban,Honda,2,2.5,8000,0,4,1,35,Medium
IQBUC,48,F,Teacher,Widowed,PhD,135000,Urban,Chevrolet,6,4.0,17000,3,0,3,30,Medium
CQAMU,30,M,Student,Divorced,Bachelor,110000,Urban,BMW,14,1.5,12000,3,3,2,16,Low
KJMLG,56,F,Manager,Single,Master,65000,Urban,Nissan,9,3.5,13000,2,0,3,7,High
ANPZV,68,F,Retired,Widowed,PhD,135000,Rural,BMW,1,3.0,10000,0,0,3,39,Medium
DBKHF,53,M,Doctor,Divorced,Bachelor,50000,Rural,Toyota,3,2.5,18000,1,4,2,19,Medium
GMVYQ,50,M,Teacher,Divorced,Master,110000,Rural,Toyota,14,2.5,19000,1,4,0,16,Low
QPSBZ,23,F,Teacher,Widowed,Master,75000,Suburban,Audi,5,2.5,9000,2,0,0,5,Medium
UMPZL,44,M,Teacher,Single,Master,95000,Rural,Chevrolet,8,3.5,19000,2,4,2,1,Low
GZYMZ,35,M,Artist,Single,Master,65000,Urban,Tesla,1,2.0,19000,3,1,3,37,Low
ZTLWR,31,F,Lawyer,Married,Bachelor,25000,Rural,Honda,9,3.0,7000,2,4,3,20,High
LHLSP,67,F,Architect,Widowed,Bachelor,70000,Urban,BMW,5,2.0,15000,0,0,2,14,Medium
HXZEL,46,F,Manager,Divorced,PhD,120000,Rural,Nissan,8,2.0,11000,2,2,1,13,Low
CIIRY,19,M,Manager,Divorced,Bachelor,50000,Rural,BMW,10,4.0,19000,1,2,3,39,Low
OBOQI,64,F,Lawyer,Divorced,PhD,75000,Urban,Nissan,10,2.0,13000,3,2,3,8,Low
EYOXO,31,F,Student,Married,Master,80000,Suburban,Nissan,6,3.5,13000,1,3,1,6,Low
CYNOM,40,M,Manager,Divorced,Bachelor,115000,Rural,Mercedes,8,4.0,17000,1,0,1,6,Low
NSFFE,31,M,Retired,Married,None,100000,Rural,Chevrolet,13,3.0,16000,1,1,3,11,Low
HZNDU,26,M,Doctor,Married,Master,130000,Rural,Mercedes,11,2.0,5000,3,3,0,39,Low
ZDHTI,18,M,Engineer,Widowed,Master,85000,Urban,Tesla,8,4.0,12000,1,2,0,7,Medium
XIYTZ,43,M,Retired,Single,Master,105000,Urban,Tesla,8,3.5,19000,3,4,3,12,High
JTGNF,69,F,Engineer,Widowed,PhD,140000,Urban,BMW,13,4.0,16000,2,2,0,29,Low
QCBGQ,65,F,Engineer,Married,None,130000,Urban,Honda,10,2.5,9000,3,0,3,32,Low
GCJAD,61,M,Doctor,Single,PhD,55000,Urban,Toyota,12,3.0,19000,2,1,2,9,Low
IMOEG,65,M,Lawyer,Married,Master,45000,Urban,Ford,4,1.5,15000,0,1,2,30,Medium
KLAIG,46,F,Lawyer,Divorced,Master,125000,Urban,Chevrolet,12,4.0,14000,0,4,3,19,Low
QBDQD,25,F,Engineer,Widowed,Bachelor,75000,Rural,Toyota,8,3.5,16000,2,2,2,21,Low
VMXCQ,28,F,Retired,Divorced,PhD,40000,Urban,Ford,8,2.0,14000,2,4,0,16,Medium
NPBUO,27,M,Artist,Divorced,PhD,40000,Urban,Honda,14,2.5,18000,2,1,2,23,Low
KUBDK,40,F,Doctor,Divorced,None,100000,Rural,Mercedes,5,3.5,7000,0,3,1,27,Medium
OTSWT,41,F,Engineer,Single,PhD,35000,Urban,Tesla,12,2.0,6000,3,3,1,25,Low
CHWCO,31,M,Teacher,Divorced,Bachelor,145000,Suburban,Ford,2,1.5,13000,3,4,2,9,Low
QSVAQ,51,M,Artist,Married,PhD,95000,Rural,Honda,7,2.0,18000,0,1,2,34,Low
KSJJW,63,M,Retired,Married,None,100000,Urban,Ford,11,3.0,16000,0,4,0,27,Low
IQYBP,40,M,Artist,Single,PhD,65000,Urban,Audi,3,2.0,6000,0,0,1,5,Low
MASRN,22,F,Manager,Divorced,Master,105000,Suburban,Toyota,2,2.5,7000,3,1,3,24,Low
JFNXN,64,M,Teacher,Married,Master,80000,Urban,Audi,8,2.0,18000,1,2,1,37,Low
SBHBA,54,F,Doctor,Married,Bachelor,145000,Urban,Audi,5,2.5,15000,2,4,3,15,Low
OWDRK,63,F,Lawyer,Widowed,Master,140000,Rural,Chevrolet,9,1.5,8000,2,0,1,30,High
DBMDH,21,M,Lawyer,Widowed,Bachelor,55000,Rural,Chevrolet,12,1.5,14000,2,0,2,19,Low
QRGQL,29,M,Artist,Single,Master,80000,Urban,BMW,9,2.0,16000,2,3,0,18,Low
SSUXK,69,F,Doctor,Married,Bachelor,100000,Urban,Mercedes,7,2.0,10000,3,4,0,1,Low
PFVYH,52,M,Doctor,Widowed,Master,110000,Suburban,BMW,4,2.5,10000,0,4,3,33,Low
WAQPS,24,F,Architect,Single,PhD,135000,Rural,Nissan,5,2.0,13000,0,1,2,17,Low
LTPPV,40,M,Artist,Widowed,None,140000,Rural,BMW,5,3.0,19000,1,2,2,11,Low
BMTVM,56,F,Architect,Widowed,Bachelor,100000,Suburban,Nissan,6,3.5,8000,0,0,3,34,Low
RFUUK,42,M,Teacher,Married,Master,115000,Urban,Ford,4,4.0,15000,0,4,3,9,Low
