name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk_level,insurance_amount
TSNEC,61,F,Architect,Widowed,PhD,135000,Suburban,Mercedes,11,3,5000,2,4,0,3,Medium,1000
XZDXY,24,F,Artist,Divorced,Master,130000,Rural,Chevrolet,6,1.5,9000,2,2,3,26,Low,1350
ZOZKV,52,M,Teacher,Single,,95000,Suburban,Nissan,2,3,9000,2,3,3,35,Medium,1150
IGENU,47,F,Architect,Divorced,Bachelor,95000,Suburban,Tesla,8,2.5,19000,0,1,1,32,Low,850
WPYZE,54,F,Teacher,Single,PhD,115000,Urban,Chevrolet,10,2,18000,0,0,3,27,Medium,650
GDLVE,58,M,Doctor,Divorced,,80000,Suburban,Honda,13,3.5,10000,0,3,0,28,Medium,700
KJYXD,34,M,Manager,Single,,120000,Rural,BMW,4,3.5,6000,1,0,2,14,Low,950
KNYTC,34,M,Artist,Married,Master,50000,Urban,Toyota,13,2.5,7000,1,0,0,32,Medium,800
RZXGN,27,F,Artist,Married,PhD,125000,Urban,Chevrolet,4,2.5,7000,0,1,1,14,Low,850
IJJXP,53,M,Artist,Married,Bachelor,85000,Rural,BMW,5,2.5,11000,3,1,1,35,Medium,1150
ULOSG,23,M,Artist,Single,PhD,70000,Rural,Chevrolet,5,1.5,6000,3,4,2,33,Low,1350
FBALO,37,M,Manager,Widowed,PhD,130000,Suburban,BMW,5,2.5,16000,0,1,3,29,Low,850
GYIAC,66,F,Retired,Single,PhD,85000,Rural,Honda,11,4,6000,2,4,1,8,Medium,1150
IYTYQ,52,F,Manager,Married,PhD,45000,Urban,BMW,12,4,17000,0,2,0,6,High,700
JMFAG,54,F,Retired,Divorced,Master,70000,Rural,Nissan,8,1.5,15000,2,3,1,18,Medium,1150
LXSAI,56,M,Teacher,Divorced,,60000,Rural,Audi,1,1.5,16000,3,2,1,32,Low,1150
ZQFZI,47,F,Teacher,Widowed,Master,35000,Urban,Ford,4,3.5,14000,1,2,3,13,High,1150
STQNW,36,F,Retired,Married,Bachelor,100000,Suburban,Audi,4,4,15000,2,3,2,7,Medium,1150
QOOTS,33,M,Lawyer,Married,PhD,45000,Suburban,Nissan,12,2.5,19000,1,4,1,32,Medium,1150
POTGS,53,M,Engineer,Married,PhD,55000,Rural,Mercedes,9,4,14000,0,3,0,18,Medium,700
PYHQS,30,M,Student,Single,PhD,50000,Urban,Ford,1,3.5,10000,3,4,2,24,High,1150
NOUKM,69,F,Doctor,Divorced,Bachelor,95000,Rural,BMW,5,3.5,18000,1,2,0,14,Medium,1000
HBYYA,59,F,Lawyer,Married,Master,125000,Urban,Chevrolet,2,3,13000,3,1,0,10,Medium,1000
YYJHJ,57,F,Artist,Married,Master,145000,Rural,Tesla,8,1.5,8000,1,4,3,13,Medium,1150
WHJZS,64,M,Retired,Married,PhD,20000,Urban,Nissan,9,3,9000,2,4,0,11,Medium,1100
OWOSE,46,M,Doctor,Divorced,Master,110000,Suburban,Honda,8,3.5,6000,0,0,3,12,Low,650
AOJTV,48,M,Retired,Divorced,PhD,95000,Rural,Audi,9,2,14000,3,0,3,20,Medium,950
CZQAK,32,F,Doctor,Single,Master,125000,Urban,Audi,9,4,14000,2,1,1,25,High,1150
HQSOC,47,M,Student,Single,,25000,Rural,BMW,4,1.5,19000,3,4,0,27,Medium,1100
EBJNJ,25,F,Engineer,Married,PhD,40000,Suburban,Mercedes,4,1.5,13000,1,3,2,15,Medium,1150
TXZCA,29,F,Engineer,Widowed,,95000,Suburban,Chevrolet,12,3,15000,0,3,0,2,High,700
MBVOZ,26,F,Engineer,Divorced,Master,130000,Urban,Audi,9,4,12000,1,1,3,38,High,1150
JFFTU,45,M,Manager,Divorced,PhD,115000,Suburban,Toyota,11,2,16000,0,1,0,39,Medium,700
SLZFS,59,M,Teacher,Divorced,,110000,Urban,Honda,14,1.5,18000,0,1,2,32,Medium,850
EPFIM,22,F,Architect,Married,,85000,Urban,Mercedes,9,2.5,17000,1,0,2,11,High,1150
QKZHX,37,M,Teacher,Married,,50000,Rural,BMW,14,2.5,6000,3,2,0,16,Medium,1000
GDZFI,57,M,Retired,Married,,115000,Urban,Ford,11,1.5,12000,2,1,3,34,High,1150
MSCGP,49,F,Lawyer,Divorced,,115000,Suburban,Nissan,14,1.5,18000,0,3,2,17,High,850
UDSLY,19,F,Manager,Single,Bachelor,65000,Rural,Honda,1,3.5,16000,3,3,2,27,Medium,1350
YRRBM,24,M,Engineer,Single,PhD,50000,Suburban,Mercedes,7,3,10000,0,4,3,26,Medium,1050
KJUCC,38,F,Artist,Married,,100000,Rural,Tesla,2,1.5,6000,2,3,1,2,Low,1150
ZDEVM,26,F,Teacher,Divorced,,35000,Suburban,Tesla,14,1.5,11000,3,4,0,23,Medium,1000
PSTYB,51,F,Doctor,Widowed,PhD,100000,Urban,Toyota,14,2,19000,1,3,1,20,High,1150
IENJZ,41,F,Manager,Widowed,Master,90000,Suburban,Audi,1,3.5,7000,1,4,2,20,Medium,1150
PSJAY,51,F,Lawyer,Married,,135000,Rural,BMW,10,3.5,8000,2,2,3,34,Medium,1150
XIFRS,53,M,Doctor,Widowed,Master,60000,Suburban,Mercedes,2,2,13000,2,2,1,14,Low,1150
VOMUD,55,M,Teacher,Single,,35000,Urban,Honda,10,3,11000,0,2,1,23,Medium,850
HANAM,41,M,Artist,Divorced,,80000,Rural,Ford,13,2.5,19000,3,0,2,39,Medium,950
PIPBX,45,F,Artist,Single,PhD,125000,Suburban,Honda,3,2,5000,2,3,1,28,Low,1150
SEXDO,23,F,Architect,Single,PhD,100000,Urban,Mercedes,6,3.5,5000,3,0,1,27,Medium,1150
PWAPU,40,M,Student,Married,,20000,Suburban,Ford,10,1.5,10000,3,3,1,10,Medium,1250
DLZOC,51,M,Engineer,Single,Bachelor,105000,Urban,Audi,5,3.5,6000,3,1,2,8,Medium,1150
NFDZX,64,M,Student,Married,,75000,Rural,Nissan,3,3,12000,0,4,2,7,Medium,850
KQQWA,64,M,Retired,Divorced,Master,130000,Urban,Nissan,12,2,7000,3,1,2,38,Medium,1150
KUZJL,39,F,Teacher,Single,Master,95000,Urban,Toyota,4,2,15000,0,1,0,34,Low,700
WCBKF,37,F,Lawyer,Divorced,Master,120000,Rural,Chevrolet,12,4,6000,2,0,0,18,Medium,800
XKOCZ,18,M,Manager,Divorced,Bachelor,65000,Suburban,Nissan,12,4,6000,2,0,0,4,Medium,1000
XSCMH,23,F,Retired,Married,Bachelor,110000,Rural,Ford,14,2.5,14000,2,2,3,32,Medium,1350
MTRWZ,19,M,Engineer,Married,,25000,Urban,Nissan,14,1.5,15000,1,2,2,26,High,1450
NLCBJ,53,F,Student,Married,Master,140000,Suburban,Audi,13,3,17000,1,0,1,11,Medium,950
HUJIZ,36,F,Architect,Married,Bachelor,30000,Urban,Nissan,1,4,13000,0,1,1,15,High,850
DCRFW,65,M,Manager,Divorced,Master,50000,Rural,Nissan,2,1.5,18000,3,3,1,25,Medium,1150
OTRFI,59,F,Student,Single,,35000,Suburban,Tesla,2,3,8000,0,2,1,23,Medium,850
SCWGQ,21,F,Engineer,Widowed,Bachelor,80000,Suburban,Ford,14,3,8000,3,3,1,25,Medium,1350
BNCYM,51,M,Doctor,Divorced,,80000,Suburban,Nissan,11,3.5,15000,0,0,1,13,High,650
SSRTW,28,M,Manager,Single,Master,110000,Rural,Tesla,2,3.5,18000,3,2,2,24,Medium,1150
WKFHN,24,F,Artist,Widowed,Bachelor,135000,Suburban,Chevrolet,4,3,17000,1,3,1,37,Medium,1350
YJVES,52,F,Student,Divorced,PhD,80000,Urban,Mercedes,8,3.5,7000,2,3,3,23,High,1150
DZWVQ,46,F,Manager,Single,,105000,Urban,Audi,14,3.5,9000,1,3,3,31,Medium,1150
KPXXL,55,F,Retired,Divorced,PhD,125000,Rural,Honda,9,2.5,17000,1,1,2,24,Medium,1150
IJWIV,62,M,Doctor,Married,PhD,95000,Rural,Nissan,5,3.5,15000,1,3,3,19,Medium,1150
KHRDX,21,M,Artist,Divorced,Bachelor,95000,Rural,Toyota,1,4,16000,2,3,3,29,Medium,1350
YGKWI,40,F,Doctor,Single,,30000,Urban,Tesla,9,4,19000,2,2,3,24,High,1150
LUBOZ,59,M,Engineer,Widowed,PhD,105000,Suburban,Chevrolet,2,4,13000,0,2,0,22,Medium,700
GZYDJ,29,F,Engineer,Single,Master,125000,Suburban,Ford,11,2,5000,2,2,0,38,Medium,1000
IRUOS,30,M,Student,Divorced,Bachelor,95000,Rural,Ford,6,1.5,9000,3,2,3,31,Low,1150
TWEXX,25,F,Retired,Single,,95000,Rural,Chevrolet,12,2.5,19000,1,2,0,26,Medium,1000
VIQNL,69,F,Architect,Widowed,,110000,Suburban,Chevrolet,9,1.5,18000,1,1,0,17,Medium,1000
DWWOZ,32,F,Engineer,Single,Bachelor,120000,Suburban,Mercedes,10,3.5,11000,1,3,1,33,Medium,1150
DFSUP,69,M,Engineer,Divorced,PhD,130000,Urban,Nissan,12,2.5,13000,3,3,2,24,High,1150
HJAUO,62,F,Artist,Married,PhD,140000,Suburban,Honda,12,3.5,5000,3,0,3,19,Medium,950
GQPSQ,48,F,Lawyer,Widowed,Master,60000,Rural,BMW,9,1.5,14000,3,4,1,23,Medium,1150
LSWZS,44,F,Artist,Widowed,PhD,125000,Rural,Tesla,2,3,9000,1,1,2,1,Low,1150
FYIAA,35,M,Manager,Divorced,,70000,Rural,Chevrolet,9,1.5,17000,3,4,2,23,Medium,1150
FYOEB,29,M,Engineer,Married,,140000,Rural,BMW,14,3,18000,2,0,0,19,High,800
SXWNV,24,M,Architect,Divorced,PhD,140000,Urban,Ford,5,1.5,11000,0,0,1,10,Low,850
TJWLG,38,F,Retired,Divorced,,45000,Suburban,Ford,3,2,9000,1,3,2,1,Medium,1150
ZSHXJ,21,F,Engineer,Single,Master,125000,Urban,Toyota,5,3,14000,0,3,1,21,Low,1050
UUEPP,33,F,Retired,Widowed,,105000,Urban,Honda,14,2,15000,1,3,3,3,High,1150
GZCUY,68,M,Student,Divorced,Bachelor,35000,Suburban,Ford,2,1.5,12000,0,3,0,24,Medium,700
QOGTV,26,F,Manager,Widowed,,40000,Suburban,Tesla,4,3.5,6000,2,3,0,22,Medium,1000
GSTMV,49,F,Artist,Single,PhD,135000,Rural,BMW,5,1.5,5000,3,1,3,9,Medium,1150
KCLQB,32,M,Engineer,Single,,70000,Urban,Chevrolet,9,2.5,10000,2,4,1,8,High,1150
ESMCZ,46,F,Lawyer,Divorced,Master,120000,Suburban,BMW,2,4,15000,2,4,3,4,Medium,1150
SBDJM,34,M,Architect,Widowed,Bachelor,25000,Suburban,BMW,13,3,9000,1,0,3,11,Medium,1050
UHBQI,59,M,Manager,Widowed,PhD,115000,Rural,Chevrolet,10,4,19000,0,3,2,3,High,850
TUPYR,33,M,Student,Widowed,,70000,Suburban,Toyota,2,3,12000,1,3,3,37,Medium,1150
RWLZJ,19,M,Doctor,Single,,70000,Urban,Nissan,14,3,6000,1,3,1,20,Medium,1350
SASDT,42,F,Teacher,Married,,25000,Suburban,Nissan,3,3.5,19000,0,1,3,8,High,950
JDJKA,24,M,Student,Married,Master,65000,Suburban,Audi,7,4,16000,1,2,3,6,High,1350
GNDRZ,41,F,Doctor,Widowed,,40000,Urban,Nissan,6,4,5000,3,1,1,33,Medium,1150
VEBPF,68,M,Doctor,Married,PhD,120000,Suburban,Toyota,10,3,15000,0,0,0,39,Low,500
FCGVV,40,M,Retired,Married,Master,130000,Urban,Audi,14,3,7000,1,3,2,7,High,1150
FOVYI,18,F,Teacher,Single,Bachelor,130000,Urban,Audi,11,2.5,6000,3,4,0,27,Medium,1200
YJZCW,53,M,Architect,Widowed,,125000,Rural,BMW,9,2.5,15000,1,0,3,21,Medium,950
IJMPE,24,F,Architect,Married,,115000,Suburban,Audi,3,4,16000,0,3,3,5,Low,1050
SPBBX,20,F,Lawyer,Married,Master,50000,Rural,Honda,7,3.5,7000,0,3,1,1,Medium,1050
DTZCL,63,M,Lawyer,Single,,120000,Urban,Mercedes,11,3.5,18000,1,1,2,35,Medium,1150
ZNWVW,20,F,Student,Widowed,Master,65000,Suburban,Honda,12,3,11000,3,3,3,22,Medium,1350
ZNQFU,41,M,Artist,Widowed,Bachelor,140000,Suburban,Ford,1,2.5,17000,2,1,1,15,Medium,1150
XPKOV,33,F,Manager,Widowed,Bachelor,35000,Rural,Chevrolet,11,3,15000,2,3,0,25,Medium,1000
IRQIJ,53,M,Teacher,Married,Master,25000,Rural,Nissan,3,4,14000,3,4,2,6,Medium,1250
QCLSB,51,F,Architect,Divorced,,25000,Rural,Mercedes,11,3.5,19000,1,2,3,32,High,1250
ODERL,42,F,Artist,Married,,75000,Rural,Mercedes,12,4,19000,3,3,2,13,High,1150
NHXXL,43,F,Doctor,Divorced,Master,55000,Urban,BMW,5,4,8000,0,3,1,34,Medium,850
QXCUW,64,F,Architect,Widowed,Bachelor,40000,Rural,Mercedes,14,1.5,11000,3,4,1,24,Medium,1150
REEPG,59,M,Artist,Married,Bachelor,100000,Urban,Ford,12,1.5,13000,1,4,2,6,High,1150
UGCBO,43,M,Retired,Single,,30000,Suburban,Chevrolet,6,1.5,17000,0,1,0,36,Low,700
YBFHZ,19,F,Retired,Single,,70000,Rural,Honda,6,3,13000,2,3,3,9,High,1350
TFEHU,63,F,Teacher,Widowed,Master,40000,Urban,Chevrolet,10,1.5,14000,3,4,3,9,High,1150
ENFBN,43,M,Architect,Widowed,Bachelor,115000,Rural,Chevrolet,2,3,13000,1,1,2,21,Low,1150
HQZQG,69,M,Retired,Single,PhD,75000,Rural,Honda,10,1.5,11000,0,4,1,12,Medium,850
TDNOO,44,F,Teacher,Widowed,,20000,Urban,Mercedes,11,2.5,12000,3,1,1,6,High,1250
CNOMI,65,F,Artist,Single,,40000,Suburban,Chevrolet,1,2,19000,1,2,2,6,Low,1150
YWVDF,55,F,Architect,Divorced,PhD,55000,Urban,Chevrolet,6,1.5,16000,0,3,2,27,Medium,850
KFTTE,65,F,Artist,Single,Master,95000,Suburban,Chevrolet,12,2.5,18000,1,1,2,8,High,1150
URXKP,44,M,Engineer,Widowed,PhD,20000,Suburban,Nissan,1,4,15000,0,2,0,35,Medium,800
YIDUE,40,F,Doctor,Single,,20000,Urban,BMW,7,2,12000,2,3,2,32,High,1250
TEDKX,32,M,Teacher,Single,Bachelor,75000,Urban,Chevrolet,7,1.5,17000,1,2,0,36,High,1000
QQMTX,50,F,Artist,Married,,20000,Urban,Honda,10,2,8000,2,4,3,6,High,1250
OMDUV,65,M,Artist,Married,Bachelor,100000,Rural,Ford,3,2,6000,1,3,0,11,Low,1000
NERJP,47,M,Manager,Single,,20000,Suburban,Chevrolet,14,1.5,12000,2,0,1,26,Medium,1050
AAVEN,37,M,Student,Divorced,Bachelor,75000,Urban,Audi,6,4,18000,0,2,0,20,High,700
CQGCA,20,M,Engineer,Widowed,Bachelor,75000,Rural,BMW,3,4,6000,1,1,2,7,Low,1350
HDBOC,36,M,Teacher,Divorced,,130000,Suburban,Honda,8,4,14000,2,2,2,5,Medium,1150
WGXMU,52,M,Engineer,Married,Master,120000,Urban,BMW,12,3,18000,0,1,2,6,High,850
TJWHE,29,M,Teacher,Single,Master,75000,Rural,Toyota,11,3,18000,0,2,1,13,High,850
LEHTA,45,F,Doctor,Single,,55000,Urban,Tesla,8,1.5,19000,0,2,3,13,High,850
WCMUZ,37,F,Student,Divorced,Master,110000,Urban,BMW,6,2.5,10000,2,2,2,14,High,1150
YJDSF,67,M,Teacher,Widowed,PhD,90000,Rural,BMW,2,2.5,8000,1,2,3,33,Low,1150
EJHQE,21,F,Lawyer,Widowed,PhD,30000,Urban,BMW,5,3.5,7000,2,3,1,27,Medium,1350
JMIEH,53,M,Lawyer,Divorced,,120000,Suburban,Mercedes,11,4,6000,3,0,2,37,Medium,950
RXGYN,30,M,Student,Single,PhD,145000,Rural,Mercedes,2,3,19000,2,2,2,2,Low,1150
CARZN,27,M,Engineer,Married,PhD,95000,Rural,Ford,5,1.5,19000,1,0,2,10,Low,950
SRUGU,60,M,Retired,Divorced,Master,25000,Suburban,Tesla,9,4,15000,3,0,1,14,Medium,1050
ZGFAG,50,M,Student,Married,,40000,Suburban,Nissan,12,3.5,11000,0,2,0,9,Medium,700
HFWJJ,26,M,Lawyer,Divorced,PhD,125000,Rural,Tesla,6,2,19000,1,4,2,10,Low,1150
CRPTY,29,M,Manager,Widowed,,50000,Suburban,Nissan,6,3.5,10000,2,2,1,20,Medium,1150
DMUES,54,F,Teacher,Widowed,PhD,35000,Urban,Nissan,10,2,13000,2,2,1,17,High,1150
BJDCJ,38,M,Teacher,Divorced,,30000,Rural,Audi,8,3.5,19000,3,0,0,4,Medium,800
ODFAT,30,F,Retired,Married,PhD,50000,Urban,Honda,1,4,7000,3,2,1,5,Medium,1150
BKGWW,65,M,Retired,Single,,120000,Suburban,Ford,6,2,9000,0,4,3,22,Low,850
FKTTO,29,F,Retired,Single,PhD,90000,Suburban,Honda,6,2.5,16000,3,1,1,15,Medium,1150
IFUNY,55,F,Teacher,Widowed,Master,140000,Urban,Toyota,6,2,10000,2,3,3,16,High,1150
ZYZYJ,28,F,Engineer,Married,Bachelor,85000,Urban,BMW,3,3.5,6000,3,3,2,15,Medium,1150
WQMBO,25,F,Teacher,Married,PhD,135000,Urban,Chevrolet,14,3,5000,2,0,0,1,High,800
LMNZR,66,F,Teacher,Married,,40000,Suburban,Chevrolet,9,1.5,17000,2,4,2,25,Medium,1150
HKYTK,40,F,Teacher,Married,Bachelor,140000,Rural,Mercedes,2,1.5,14000,1,2,2,6,Low,1150
DMMOS,46,M,Doctor,Divorced,Bachelor,130000,Rural,Toyota,14,3,15000,3,0,1,39,Medium,950
ICDVD,50,F,Retired,Widowed,Master,100000,Urban,BMW,12,3,17000,3,3,3,28,High,1150
IZAOY,20,F,Lawyer,Single,,80000,Rural,Chevrolet,6,3,17000,1,3,1,31,Medium,1350
GBKND,63,F,Teacher,Married,Master,70000,Rural,Toyota,8,4,18000,0,2,1,37,Medium,850
KELUJ,56,M,Teacher,Single,,125000,Suburban,Nissan,4,2,18000,1,3,1,35,Medium,1150
MDODN,33,F,Architect,Married,Bachelor,40000,Suburban,Mercedes,2,1.5,11000,3,0,0,30,Medium,800
ZQWMR,61,F,Architect,Widowed,,65000,Rural,Toyota,5,2.5,13000,3,0,1,3,Medium,950
FZETD,62,M,Teacher,Single,Bachelor,135000,Rural,Toyota,10,3.5,13000,0,4,3,4,High,850
HVMOO,59,M,Manager,Single,Bachelor,95000,Urban,Nissan,13,4,6000,0,4,3,8,High,850
SILFV,66,M,Teacher,Single,Master,50000,Urban,Mercedes,14,2.5,16000,3,4,2,10,High,1150
GOZHE,20,M,Teacher,Divorced,,140000,Suburban,Audi,13,1.5,13000,2,4,0,25,Medium,1200
HCCGV,30,M,Retired,Widowed,Bachelor,95000,Urban,Nissan,13,4,17000,3,1,3,24,High,1150
ZXQGV,49,M,Engineer,Married,Master,110000,Urban,Audi,1,3.5,16000,2,0,3,21,High,950
SKHLT,62,F,Manager,Married,Master,40000,Urban,Audi,9,4,9000,3,3,2,38,High,1150
FOHOM,61,M,Doctor,Widowed,PhD,120000,Rural,Tesla,8,4,16000,2,3,2,5,Medium,1150
FWTSS,62,M,Retired,Single,,105000,Suburban,Chevrolet,9,2,14000,1,2,3,36,Low,1150
NCOFH,30,M,Teacher,Married,Bachelor,50000,Rural,BMW,9,1.5,6000,2,3,2,24,Medium,1150
VPPFI,37,M,Architect,Married,PhD,50000,Urban,Nissan,6,2.5,5000,0,3,1,4,Medium,850
EVHAX,38,F,Manager,Divorced,Master,55000,Suburban,BMW,4,4,17000,3,2,2,31,Medium,1150
UCITQ,22,M,Architect,Widowed,PhD,25000,Urban,Audi,9,4,13000,1,3,0,8,High,1300
LSLBR,21,M,Teacher,Single,,130000,Urban,Honda,1,4,7000,2,3,2,19,Medium,1350
ALWFG,34,M,Retired,Divorced,Bachelor,130000,Rural,Mercedes,7,2,18000,3,2,2,8,Medium,1150
XIIZI,40,M,Student,Married,Bachelor,125000,Urban,Chevrolet,8,4,16000,3,4,3,31,High,1150
UKOVZ,20,M,Artist,Married,Master,55000,Suburban,Mercedes,12,2.5,19000,0,0,1,19,High,850
GUMPC,56,M,Lawyer,Single,Master,130000,Suburban,Audi,9,3.5,8000,1,3,1,13,Medium,1150
HXMTO,55,M,Teacher,Divorced,Bachelor,135000,Rural,Mercedes,1,2.5,9000,3,2,3,19,Medium,1150
ABGLL,68,F,Doctor,Single,PhD,110000,Rural,Ford,14,2,9000,0,3,1,8,Medium,850
CEXXI,48,F,Architect,Single,PhD,80000,Rural,Audi,1,1.5,16000,3,3,0,31,Low,1000
ROTFL,63,M,Manager,Divorced,Bachelor,140000,Urban,Tesla,2,3,15000,1,1,2,12,Medium,1150
KUUSK,22,F,Artist,Widowed,PhD,125000,Suburban,Audi,6,3,17000,3,0,1,16,Medium,1150
PIPDC,48,F,Engineer,Married,,120000,Rural,Ford,8,2.5,11000,0,1,0,37,Low,700
VBXJP,33,M,Manager,Married,Master,75000,Rural,Ford,12,3,14000,2,4,1,22,Medium,1150
ETGYM,68,M,Doctor,Single,PhD,75000,Suburban,Audi,2,2.5,18000,3,2,3,26,Medium,1150
GVPIY,61,F,Doctor,Divorced,Master,110000,Suburban,Audi,14,2.5,18000,3,2,1,10,High,1150
PYGYP,29,F,Engineer,Married,Bachelor,25000,Rural,Ford,10,2.5,10000,1,4,0,2,Medium,1100
DADAH,50,F,Engineer,Single,PhD,20000,Suburban,BMW,1,2,13000,1,1,1,22,Medium,1250
GLSEZ,35,F,Artist,Single,Master,25000,Urban,Tesla,8,3.5,18000,2,0,3,2,High,1050
POYIO,58,F,Retired,Married,Bachelor,45000,Rural,Mercedes,1,3,13000,2,4,0,28,Medium,1000
CYMYR,66,F,Architect,Widowed,PhD,25000,Rural,Nissan,7,2.5,11000,2,3,2,9,Medium,1250
HYQDB,62,M,Retired,Divorced,Master,115000,Urban,BMW,11,3.5,5000,3,3,2,11,Medium,1150
NIQMN,45,F,Student,Single,,90000,Suburban,Honda,12,1.5,18000,3,1,1,29,Medium,1150
PWAIM,33,M,Engineer,Married,Bachelor,110000,Urban,Audi,10,2.5,10000,2,1,2,35,Low,1150
LSIMO,69,M,Retired,Single,,125000,Suburban,Chevrolet,9,3,5000,1,4,1,18,Medium,1150
NZKOP,26,M,Lawyer,Married,Bachelor,55000,Rural,Toyota,5,2,14000,0,3,1,34,Low,850
LGYCM,66,M,Student,Married,Bachelor,125000,Suburban,Nissan,8,1.5,17000,3,1,1,28,Medium,1150
SVUCK,30,M,Doctor,Married,Master,135000,Suburban,Nissan,13,2.5,6000,0,2,2,10,Low,850
AKKFE,64,F,Lawyer,Single,PhD,95000,Urban,Nissan,13,3.5,16000,2,3,0,37,Medium,1000
RORON,23,F,Retired,Single,Master,75000,Rural,Toyota,8,3.5,6000,3,0,2,16,Medium,1150
TLXFR,33,M,Student,Divorced,Master,90000,Suburban,Chevrolet,4,2,9000,2,1,3,35,Low,1150
HFWWI,43,M,Teacher,Widowed,Bachelor,20000,Urban,Audi,11,3,11000,1,0,0,31,Medium,900
SDMFI,68,F,Engineer,Single,PhD,105000,Suburban,BMW,13,2.5,9000,3,0,2,9,Medium,950
WEDWN,27,F,Artist,Divorced,PhD,110000,Rural,Mercedes,4,3,5000,3,4,1,15,Low,1150
TSPFW,44,M,Lawyer,Married,,125000,Rural,Chevrolet,12,2,6000,1,1,3,15,Medium,1150
WCNTD,41,F,Teacher,Single,PhD,30000,Suburban,Mercedes,5,4,13000,0,2,1,4,Medium,850
DXDNM,20,M,Architect,Widowed,PhD,95000,Urban,BMW,8,2,13000,1,0,2,34,Low,1150
DWMUP,64,M,Architect,Single,Bachelor,145000,Suburban,Mercedes,3,2.5,10000,0,1,1,28,Low,850
UCQCO,40,M,Lawyer,Married,Master,70000,Suburban,Tesla,14,2.5,19000,3,4,0,6,Medium,1000
ACUQZ,30,M,Architect,Divorced,Master,55000,Rural,Honda,11,1.5,10000,2,3,1,2,Medium,1150
SSQOB,22,M,Doctor,Divorced,Bachelor,50000,Suburban,Nissan,7,2,18000,1,2,0,31,Medium,1200
DDPIE,50,F,Retired,Married,PhD,100000,Rural,Nissan,5,1.5,12000,0,3,2,12,Low,850
DFPFL,33,M,Architect,Widowed,PhD,25000,Rural,Toyota,1,3.5,14000,0,2,0,24,Low,800
NWSZZ,53,F,Retired,Single,Master,120000,Suburban,BMW,12,1.5,8000,1,0,3,37,Medium,950
LOMFJ,40,F,Lawyer,Divorced,Master,90000,Rural,Chevrolet,1,4,18000,2,0,3,31,Medium,950
BVFWP,27,F,Doctor,Widowed,Master,30000,Suburban,Ford,9,1.5,11000,0,0,1,32,Low,650
YGMKN,55,F,Engineer,Widowed,,110000,Rural,Nissan,2,3.5,17000,1,4,0,35,Medium,1000
PLBYE,65,M,Retired,Married,,105000,Suburban,Toyota,12,3,6000,0,2,1,7,Medium,850
TAJCC,54,M,Lawyer,Married,Master,70000,Urban,Toyota,2,2.5,8000,1,4,1,6,Low,1150
APMJR,59,F,Lawyer,Married,PhD,50000,Urban,Nissan,8,2,6000,3,0,1,16,Medium,950
HSODZ,42,F,Artist,Divorced,,110000,Urban,Mercedes,8,3.5,9000,3,2,3,6,High,1150
KFAOE,29,F,Teacher,Married,Bachelor,120000,Urban,Chevrolet,2,1.5,16000,2,0,3,27,Low,950
OCKZN,26,M,Manager,Single,Bachelor,145000,Rural,Mercedes,7,3,6000,1,2,0,36,Low,1000
VMTOA,26,F,Artist,Divorced,Bachelor,115000,Suburban,Audi,12,2,19000,0,2,0,3,High,700
LKKFB,46,M,Artist,Divorced,Bachelor,120000,Suburban,Nissan,14,3.5,12000,3,3,0,36,Medium,1000
FDGMQ,40,M,Lawyer,Single,PhD,90000,Urban,Nissan,8,3,13000,1,1,0,32,Low,1000
DRUJK,42,F,Doctor,Married,,125000,Rural,Mercedes,13,3,15000,3,3,1,17,Medium,1150
XFHKH,36,M,Lawyer,Divorced,Bachelor,140000,Suburban,Audi,2,1.5,10000,0,1,1,5,Low,850
PJHXG,49,F,Teacher,Widowed,,75000,Urban,Chevrolet,4,4,18000,2,2,1,33,High,1150
HPMIF,46,M,Student,Married,PhD,25000,Urban,Mercedes,9,2,9000,1,4,2,33,Medium,1250
BSUHW,68,M,Teacher,Divorced,PhD,80000,Suburban,Tesla,10,3.5,8000,2,1,3,19,Medium,1150
DTQKB,30,F,Retired,Widowed,Master,50000,Suburban,Tesla,12,2,12000,1,3,0,11,Medium,1000
SVXVI,68,F,Teacher,Divorced,Bachelor,45000,Urban,Mercedes,6,2.5,6000,3,3,1,15,Medium,1150
CKFKG,58,M,Student,Divorced,PhD,125000,Urban,BMW,3,3,17000,0,0,2,6,Low,650
ATOVH,47,F,Retired,Married,Master,65000,Suburban,BMW,7,3,13000,0,2,3,16,Medium,850
KFFQJ,25,F,Manager,Single,PhD,105000,Rural,Honda,7,1.5,11000,2,3,0,29,Low,1000
YTDSA,68,F,Artist,Single,PhD,105000,Rural,Honda,13,1.5,15000,3,2,2,22,Medium,1150
YSHYI,50,M,Architect,Divorced,,130000,Suburban,Chevrolet,14,1.5,6000,1,0,3,32,Medium,950
JPRTO,34,F,Architect,Divorced,PhD,115000,Rural,BMW,1,3.5,9000,3,1,0,35,Low,1000
JHMVX,30,M,Retired,Married,Master,125000,Suburban,BMW,12,4,14000,3,0,1,1,Medium,950
VLQSA,44,F,Engineer,Widowed,PhD,35000,Suburban,Nissan,10,3,5000,0,1,3,3,Medium,850
