age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
66,F,Engineer,Widowed,PhD,70000,Suburban,Chevrolet,8,4.0,5000,2,1,3,15,High
46,M,Architect,Widowed,PhD,115000,Rural,Mercedes,11,1.5,6000,1,1,2,6,High
21,M,Manager,Married,None,35000,Urban,Audi,12,3.0,12000,2,2,2,38,High
30,M,Artist,Married,PhD,130000,Rural,Chevrolet,13,1.5,14000,0,3,2,18,High
39,M,Artist,Widowed,Master,135000,Rural,BMW,7,1.5,6000,0,3,2,27,High
56,M,Student,Single,PhD,145000,Urban,Tesla,2,3.0,13000,1,4,3,30,High
22,M,Retired,Divorced,PhD,30000,Rural,Chevrolet,14,2.0,15000,3,0,2,32,High
23,F,Artist,Divorced,Bachelor,55000,Rural,Audi,1,4.0,6000,2,1,0,24,Low
29,M,Doctor,Single,None,45000,Suburban,Tesla,7,3.5,13000,0,4,0,17,High
66,M,Student,Married,PhD,35000,Suburban,Nissan,2,1.5,17000,1,1,1,7,Medium
59,F,Artist,Married,Bachelor,95000,Urban,Nissan,1,2.0,9000,0,0,2,33,High
67,F,Architect,Single,None,50000,Urban,Tesla,11,1.5,14000,2,4,1,1,High
45,F,Engineer,Single,PhD,80000,Urban,Nissan,10,2.5,14000,2,4,3,5,High
34,F,Student,Single,PhD,25000,Urban,Mercedes,2,2.0,13000,3,4,3,31,High
61,F,Architect,Widowed,None,25000,Rural,Nissan,8,3.0,15000,0,2,2,27,High
65,M,Engineer,Single,None,85000,Urban,Nissan,13,3.0,11000,3,3,3,1,High
55,F,Student,Married,Bachelor,40000,Suburban,Nissan,10,1.5,17000,1,0,1,11,Medium
63,F,Student,Single,Bachelor,145000,Suburban,Chevrolet,9,1.5,6000,1,1,2,8,High
35,F,Teacher,Widowed,None,35000,Urban,Toyota,7,4.0,9000,1,3,2,9,High
50,M,Student,Divorced,Master,95000,Rural,Mercedes,8,2.0,17000,1,1,2,17,High
62,F,Teacher,Married,PhD,105000,Suburban,Honda,4,3.5,14000,2,1,1,33,High
41,F,Engineer,Single,Master,90000,Urban,Mercedes,8,3.5,7000,0,2,3,29,High
42,F,Student,Single,None,110000,Rural,Toyota,5,2.5,16000,1,2,1,18,Medium
51,M,Lawyer,Widowed,None,25000,Suburban,Nissan,2,1.5,17000,0,0,1,38,Medium
19,F,Lawyer,Divorced,Bachelor,80000,Suburban,Nissan,5,2.0,12000,1,1,1,6,Medium
35,M,Student,Widowed,Master,110000,Urban,Nissan,13,1.5,16000,0,0,1,35,High
18,F,Student,Widowed,None,60000,Urban,Chevrolet,14,2.5,13000,3,2,2,5,High
69,M,Doctor,Single,Bachelor,50000,Rural,Audi,5,2.0,19000,1,4,1,30,High
33,M,Lawyer,Single,Bachelor,35000,Rural,Nissan,9,4.0,15000,2,2,0,9,Medium
51,F,Engineer,Widowed,Master,95000,Rural,Tesla,7,4.0,18000,3,0,0,36,High
61,M,Retired,Divorced,None,135000,Urban,Audi,14,2.5,9000,1,3,0,28,High
30,F,Retired,Divorced,Master,50000,Urban,Mercedes,14,2.5,12000,1,0,2,37,High
48,M,Student,Single,PhD,105000,Suburban,BMW,7,2.5,10000,0,3,1,9,High
65,F,Student,Married,Master,70000,Urban,Tesla,1,1.5,7000,0,4,0,17,High
46,M,Architect,Divorced,Master,120000,Rural,Chevrolet,10,1.5,14000,2,4,3,3,High
43,M,Manager,Married,None,30000,Urban,BMW,2,4.0,7000,3,2,3,8,High
63,F,Architect,Single,None,100000,Rural,Mercedes,7,3.5,13000,2,2,3,15,High
53,M,Lawyer,Single,Master,110000,Urban,Chevrolet,8,1.5,12000,0,1,1,10,Medium
53,F,Engineer,Single,None,60000,Rural,Chevrolet,14,2.0,12000,1,1,0,10,High
31,F,Student,Divorced,None,110000,Urban,Chevrolet,12,2.0,17000,0,0,1,12,High
46,M,Retired,Widowed,PhD,25000,Urban,Nissan,12,4.0,14000,3,2,3,17,High
52,M,Student,Divorced,Bachelor,100000,Rural,Mercedes,4,4.0,14000,3,1,2,15,High
28,F,Engineer,Single,Bachelor,70000,Suburban,Honda,10,1.5,19000,3,2,3,14,High
58,M,Artist,Widowed,None,70000,Urban,Nissan,4,2.0,13000,0,2,2,5,High
51,M,Engineer,Divorced,None,125000,Urban,Toyota,1,3.0,11000,0,1,1,38,Medium
29,F,Student,Divorced,None,105000,Suburban,Mercedes,9,3.5,12000,1,2,3,6,High
33,M,Artist,Divorced,PhD,35000,Rural,Honda,2,4.0,11000,1,2,0,24,Medium
25,M,Engineer,Single,Bachelor,135000,Rural,Tesla,5,1.5,6000,2,2,0,9,Low
44,M,Teacher,Single,Bachelor,115000,Suburban,Audi,11,2.5,13000,1,0,2,33,High
60,M,Engineer,Divorced,Master,35000,Suburban,BMW,9,1.5,16000,0,4,0,35,High
42,F,Doctor,Divorced,Master,40000,Urban,Audi,10,3.5,11000,2,1,2,2,High
36,F,Doctor,Widowed,None,55000,Urban,BMW,11,2.0,9000,3,4,3,30,High
34,F,Teacher,Divorced,Master,120000,Rural,Ford,12,1.5,14000,3,1,3,13,High
49,M,Student,Single,Bachelor,140000,Rural,Audi,8,4.0,8000,1,3,0,20,High
26,M,Retired,Married,PhD,75000,Urban,Chevrolet,1,3.5,8000,1,2,1,4,Medium
33,M,Engineer,Single,None,125000,Urban,Nissan,10,1.5,7000,3,2,3,11,High
50,M,Engineer,Divorced,Bachelor,25000,Suburban,Audi,1,2.5,12000,0,4,0,1,High
51,M,Architect,Married,Bachelor,45000,Suburban,Mercedes,10,1.5,10000,0,2,0,19,Low
53,F,Engineer,Divorced,Bachelor,35000,Rural,Nissan,5,3.0,18000,2,4,0,35,High
67,F,Retired,Divorced,Bachelor,65000,Suburban,Tesla,3,2.5,6000,0,2,1,15,Medium
28,M,Engineer,Divorced,None,45000,Suburban,BMW,14,3.0,19000,2,0,0,6,High
20,M,Artist,Widowed,PhD,115000,Rural,Chevrolet,4,2.0,18000,1,3,0,39,High
33,M,Doctor,Divorced,PhD,90000,Rural,Toyota,1,1.5,19000,1,2,3,36,High
22,M,Manager,Single,Master,65000,Rural,Honda,14,2.0,18000,1,3,1,6,High
42,F,Teacher,Divorced,Bachelor,120000,Rural,Toyota,2,3.5,14000,2,4,1,1,High
39,M,Teacher,Widowed,Master,20000,Suburban,Mercedes,8,2.5,12000,2,1,0,21,Medium
51,F,Manager,Married,PhD,95000,Suburban,Tesla,5,3.0,7000,3,4,0,2,High
22,M,Retired,Divorced,None,45000,Suburban,Mercedes,2,2.0,15000,0,3,1,32,High
53,M,Teacher,Widowed,PhD,50000,Suburban,Toyota,2,3.0,13000,3,4,3,6,High
68,M,Manager,Widowed,Master,145000,Urban,Toyota,6,3.0,15000,1,1,3,13,High
37,M,Artist,Married,None,145000,Rural,Toyota,13,4.0,12000,1,3,3,15,High
55,M,Artist,Widowed,PhD,145000,Suburban,Toyota,12,2.5,10000,3,1,3,35,High
62,F,Doctor,Widowed,Master,85000,Suburban,Tesla,6,4.0,14000,0,3,0,36,High
65,M,Artist,Single,PhD,145000,Rural,Honda,9,2.0,15000,0,1,3,9,High
64,F,Manager,Divorced,Master,125000,Rural,BMW,14,3.5,11000,3,0,3,38,High
49,F,Lawyer,Single,Bachelor,40000,Suburban,Tesla,13,4.0,13000,2,4,0,17,High
39,F,Artist,Single,Master,110000,Urban,Ford,8,3.0,14000,0,1,1,6,Medium
53,F,Architect,Widowed,Bachelor,20000,Suburban,Mercedes,2,3.5,10000,3,4,2,27,High
51,F,Engineer,Married,PhD,130000,Rural,Honda,8,2.0,17000,1,0,0,15,Medium
20,F,Teacher,Widowed,Bachelor,140000,Suburban,Ford,1,1.5,17000,2,2,0,5,Low
30,F,Retired,Single,Bachelor,85000,Rural,Nissan,12,2.5,16000,2,3,3,11,High
61,F,Student,Married,Bachelor,90000,Urban,Mercedes,4,2.5,19000,1,4,2,1,High
26,F,Lawyer,Divorced,Master,50000,Rural,Chevrolet,6,1.5,15000,3,2,1,31,Medium
29,F,Architect,Widowed,Master,50000,Urban,Ford,1,2.0,14000,3,0,2,17,High
22,F,Doctor,Divorced,Master,110000,Rural,Tesla,9,3.5,14000,0,2,1,21,Medium
60,F,Manager,Widowed,Master,60000,Urban,Honda,2,3.0,6000,2,1,2,22,High
49,F,Architect,Single,Master,30000,Rural,Tesla,6,3.5,15000,2,4,1,32,High
61,M,Manager,Widowed,Master,50000,Suburban,BMW,1,4.0,7000,2,1,1,39,High
62,F,Artist,Divorced,PhD,110000,Suburban,Tesla,3,2.5,16000,3,1,0,11,High
49,M,Lawyer,Widowed,Master,20000,Suburban,Mercedes,8,2.0,6000,2,1,3,8,High
56,F,Architect,Widowed,PhD,30000,Urban,Tesla,9,2.5,10000,2,1,0,31,High
57,M,Architect,Married,Bachelor,70000,Urban,Toyota,11,3.5,10000,0,3,0,33,High
33,M,Retired,Married,Master,45000,Urban,Honda,6,3.5,5000,1,2,2,1,High
46,F,Artist,Married,None,70000,Suburban,Mercedes,3,1.5,7000,2,4,3,10,High
55,F,Teacher,Divorced,PhD,120000,Urban,BMW,1,2.0,10000,1,2,3,8,High
43,F,Retired,Divorced,Bachelor,120000,Rural,Ford,3,1.5,15000,1,4,2,28,High
46,M,Lawyer,Widowed,Master,115000,Suburban,Nissan,12,3.5,10000,2,3,1,31,High
67,M,Teacher,Widowed,None,55000,Suburban,Ford,9,4.0,19000,3,2,2,28,High
43,F,Retired,Married,Bachelor,20000,Urban,Audi,5,2.0,17000,3,3,3,17,High
52,M,Architect,Widowed,Bachelor,110000,Rural,Chevrolet,2,4.0,15000,2,0,3,10,High
34,F,Lawyer,Married,None,85000,Rural,Mercedes,9,2.0,17000,1,3,1,9,High
62,M,Engineer,Widowed,None,60000,Rural,Audi,2,1.5,12000,0,1,2,34,High
55,M,Retired,Single,Bachelor,115000,Suburban,BMW,11,2.0,11000,2,3,1,15,High
69,M,Retired,Single,Bachelor,135000,Suburban,Ford,7,2.0,7000,0,4,1,14,High
26,F,Student,Widowed,PhD,55000,Rural,Ford,2,3.0,14000,1,2,3,2,High
58,M,Student,Widowed,None,110000,Suburban,Tesla,8,4.0,7000,1,2,2,14,High
63,M,Teacher,Married,None,105000,Urban,Tesla,8,3.0,10000,0,2,0,17,Low
61,F,Doctor,Married,None,110000,Urban,Audi,13,2.5,17000,0,0,3,19,High
30,F,Teacher,Divorced,PhD,50000,Suburban,Ford,13,1.5,12000,2,4,3,3,High
47,F,Retired,Divorced,None,35000,Suburban,Tesla,7,1.5,17000,2,2,1,39,Medium
37,M,Teacher,Married,PhD,115000,Suburban,Honda,7,2.5,17000,1,3,0,4,High
45,M,Retired,Single,Master,95000,Suburban,BMW,3,3.5,8000,2,1,1,8,Medium
37,M,Retired,Married,None,135000,Urban,Ford,9,2.5,13000,1,4,1,22,High
59,M,Student,Married,PhD,65000,Rural,Ford,2,3.0,10000,2,3,3,13,High
65,M,Manager,Married,Bachelor,85000,Rural,Ford,8,2.5,11000,2,2,3,24,High
59,M,Manager,Widowed,Master,95000,Rural,Audi,4,3.5,19000,0,2,2,22,High
62,M,Manager,Single,PhD,50000,Urban,BMW,9,1.5,7000,3,3,2,17,High
55,F,Engineer,Married,PhD,110000,Urban,Toyota,14,3.0,18000,3,1,2,26,High
20,M,Teacher,Single,Bachelor,125000,Urban,BMW,7,3.0,13000,2,0,3,28,High
59,F,Engineer,Single,None,125000,Suburban,Toyota,4,3.5,5000,0,4,1,18,High
65,M,Doctor,Widowed,None,110000,Suburban,Audi,1,2.0,5000,1,0,3,3,High
59,M,Retired,Divorced,None,95000,Urban,Toyota,6,3.5,16000,3,4,2,4,High
64,M,Architect,Married,Master,140000,Urban,Mercedes,4,1.5,18000,3,0,3,13,High
36,F,Teacher,Single,PhD,115000,Rural,Nissan,5,1.5,16000,3,1,3,2,High
44,F,Artist,Single,Master,60000,Urban,Nissan,14,2.5,18000,3,2,2,31,High
60,F,Retired,Single,Master,20000,Suburban,Audi,9,4.0,14000,1,1,0,6,Medium
42,M,Student,Married,None,115000,Rural,Nissan,2,4.0,13000,0,4,3,13,High
64,M,Engineer,Married,Master,50000,Urban,Toyota,8,2.0,9000,1,2,1,26,Medium
28,M,Engineer,Single,None,110000,Urban,Toyota,6,4.0,8000,0,0,1,11,Medium
62,M,Teacher,Single,None,85000,Rural,Ford,11,3.0,8000,2,2,3,17,High
23,M,Retired,Married,None,120000,Urban,Ford,6,2.0,10000,0,1,3,10,High
68,M,Student,Single,Master,70000,Suburban,Nissan,11,4.0,5000,1,0,0,37,Low
57,M,Architect,Single,PhD,70000,Urban,Chevrolet,1,2.0,15000,3,0,1,21,High
60,F,Teacher,Divorced,Master,85000,Rural,Ford,11,3.0,9000,3,0,3,39,High
21,M,Retired,Married,Bachelor,125000,Urban,BMW,11,2.5,6000,0,3,2,3,High
68,F,Doctor,Married,None,55000,Rural,Honda,13,3.5,7000,1,2,2,37,High
26,F,Student,Married,Master,135000,Rural,Ford,5,2.0,19000,2,3,2,24,High
23,M,Teacher,Married,Master,30000,Suburban,Nissan,10,3.5,9000,3,3,2,30,High
53,M,Engineer,Widowed,Bachelor,20000,Urban,Mercedes,6,1.5,16000,1,4,3,26,High
35,F,Doctor,Married,None,50000,Suburban,Toyota,5,2.0,18000,1,1,0,16,High
51,M,Engineer,Divorced,Master,110000,Urban,Audi,2,3.5,16000,3,1,3,9,High
62,M,Teacher,Single,Master,85000,Suburban,Chevrolet,8,1.5,16000,2,2,0,38,High
27,F,Doctor,Widowed,None,30000,Rural,BMW,6,2.0,5000,2,2,0,28,Low
36,M,Artist,Married,Bachelor,145000,Suburban,Audi,11,3.5,5000,0,0,2,36,High
61,F,Doctor,Widowed,None,135000,Urban,Chevrolet,2,2.5,19000,1,1,1,13,High
33,M,Artist,Divorced,None,125000,Urban,Ford,7,4.0,14000,0,0,1,10,Medium
29,M,Artist,Single,Master,100000,Rural,Tesla,5,2.5,19000,3,2,2,20,High
63,F,Student,Single,PhD,125000,Urban,Audi,5,1.5,6000,2,2,1,9,High
32,M,Lawyer,Single,Bachelor,40000,Rural,Ford,10,3.0,8000,3,4,3,9,High
46,M,Lawyer,Widowed,PhD,120000,Suburban,Toyota,2,1.5,8000,3,2,3,23,High
47,F,Doctor,Married,Master,65000,Suburban,Toyota,9,2.0,11000,2,2,2,29,High
52,M,Manager,Single,Master,80000,Rural,Chevrolet,12,1.5,16000,2,1,0,33,High
65,F,Architect,Single,None,60000,Rural,Honda,9,1.5,8000,2,0,3,36,High
39,M,Manager,Divorced,Bachelor,105000,Urban,Ford,8,2.5,12000,0,3,1,25,High
42,M,Architect,Widowed,None,50000,Urban,Nissan,14,1.5,17000,3,4,1,25,High
38,F,Engineer,Married,None,90000,Suburban,Nissan,12,1.5,17000,2,1,2,26,High
45,F,Lawyer,Widowed,Master,135000,Suburban,Chevrolet,5,3.0,8000,1,3,1,8,High
57,F,Lawyer,Married,PhD,80000,Suburban,Audi,5,4.0,10000,2,1,0,18,High
29,F,Teacher,Married,Bachelor,45000,Urban,Toyota,10,1.5,5000,1,4,2,30,High
35,M,Lawyer,Married,Master,60000,Suburban,Chevrolet,14,3.5,14000,3,0,1,7,High
22,F,Architect,Divorced,Bachelor,100000,Suburban,Audi,6,3.5,11000,0,0,3,34,High
26,F,Student,Married,PhD,90000,Urban,BMW,6,3.5,19000,0,2,3,2,High
27,M,Artist,Single,PhD,25000,Suburban,Audi,7,3.5,5000,1,0,1,31,Medium
50,F,Architect,Divorced,Master,65000,Urban,Tesla,1,2.0,14000,1,2,1,28,Medium
31,M,Engineer,Widowed,None,50000,Suburban,Nissan,9,4.0,8000,3,3,0,29,High
19,M,Artist,Divorced,Master,75000,Urban,Audi,1,2.5,7000,1,1,2,38,High
19,F,Retired,Single,Master,130000,Suburban,Nissan,8,2.5,9000,3,1,1,34,Medium
44,M,Lawyer,Married,Master,75000,Rural,Tesla,2,1.5,8000,2,3,2,11,High
69,F,Manager,Divorced,None,95000,Suburban,Audi,3,3.5,14000,3,0,2,29,High
66,F,Lawyer,Widowed,Bachelor,85000,Urban,BMW,12,3.0,9000,3,4,2,4,High
63,F,Architect,Divorced,None,30000,Urban,BMW,3,3.5,17000,3,3,0,12,High
33,M,Architect,Married,Bachelor,50000,Rural,Honda,5,2.5,16000,2,2,1,33,Medium
67,M,Architect,Divorced,None,75000,Rural,Audi,7,2.0,10000,3,0,2,9,High
48,F,Retired,Married,None,140000,Rural,Mercedes,10,1.5,5000,2,0,0,21,Medium
65,F,Architect,Married,Bachelor,25000,Suburban,BMW,2,2.5,9000,1,0,1,22,Medium
25,F,Engineer,Single,None,70000,Rural,Ford,2,1.5,16000,0,4,1,23,High
24,M,Student,Married,None,140000,Suburban,Nissan,10,2.0,16000,3,2,0,29,Medium
40,F,Architect,Married,PhD,30000,Suburban,Audi,12,3.0,19000,2,1,0,8,High
54,M,Engineer,Married,PhD,110000,Rural,Ford,12,3.5,7000,1,1,2,37,High
33,F,Engineer,Married,None,25000,Suburban,Chevrolet,6,4.0,16000,2,0,2,18,High
33,M,Student,Married,Master,115000,Suburban,Nissan,5,4.0,12000,2,3,0,17,High
63,M,Architect,Divorced,PhD,125000,Urban,BMW,12,1.5,13000,0,2,2,10,High
33,F,Doctor,Married,None,100000,Suburban,Ford,14,1.5,11000,3,2,2,30,High
35,M,Artist,Widowed,Master,45000,Rural,Tesla,7,1.5,14000,1,4,0,22,High
67,M,Artist,Single,Bachelor,65000,Suburban,Chevrolet,4,3.0,17000,2,0,3,28,High
22,M,Manager,Single,PhD,100000,Rural,Ford,12,3.0,16000,1,4,1,9,High
60,M,Student,Widowed,None,120000,Suburban,BMW,7,2.5,16000,2,2,2,22,High
34,M,Retired,Single,Master,60000,Suburban,Audi,6,4.0,5000,3,0,3,26,High
67,F,Engineer,Divorced,Master,95000,Rural,Tesla,12,3.0,17000,0,0,2,37,High
37,M,Retired,Divorced,PhD,70000,Urban,Chevrolet,5,3.0,12000,1,0,2,21,High
21,M,Teacher,Single,None,120000,Urban,Tesla,8,2.5,17000,1,1,3,12,High
35,M,Engineer,Single,Bachelor,130000,Urban,Nissan,3,4.0,5000,2,4,1,16,High
47,F,Teacher,Single,Master,30000,Suburban,Mercedes,6,3.0,6000,1,1,2,21,High
55,M,Manager,Single,Bachelor,110000,Suburban,BMW,4,3.0,16000,0,3,2,28,High
23,F,Artist,Widowed,Master,90000,Suburban,Mercedes,9,2.5,8000,3,4,2,13,High
20,M,Doctor,Widowed,None,45000,Suburban,Tesla,11,2.0,14000,1,3,2,6,High
54,F,Artist,Widowed,PhD,125000,Urban,Nissan,4,4.0,10000,2,1,1,18,Medium
46,F,Engineer,Widowed,None,140000,Urban,Toyota,11,1.5,5000,1,3,2,29,High
45,M,Manager,Married,Bachelor,145000,Rural,Tesla,4,4.0,17000,1,4,1,33,High
52,F,Engineer,Divorced,Bachelor,35000,Suburban,Nissan,14,4.0,10000,3,4,3,21,High
50,M,Teacher,Divorced,Master,105000,Urban,Tesla,12,2.5,10000,0,3,0,28,High
18,F,Manager,Widowed,PhD,120000,Rural,Toyota,3,2.0,12000,3,0,1,22,Medium
65,F,Manager,Divorced,Bachelor,135000,Rural,BMW,12,1.5,18000,1,3,1,35,High
64,F,Artist,Divorced,Master,65000,Urban,Audi,5,1.5,5000,2,3,0,7,High
57,F,Retired,Married,Master,85000,Urban,Ford,9,2.5,8000,2,1,2,29,High
65,F,Teacher,Widowed,PhD,85000,Rural,BMW,3,3.0,10000,0,0,0,10,Low
28,F,Manager,Single,Bachelor,40000,Urban,Audi,1,2.0,18000,0,2,0,18,High
61,M,Manager,Widowed,PhD,145000,Rural,Chevrolet,8,2.0,8000,1,1,3,17,High
51,M,Teacher,Single,Bachelor,45000,Suburban,Tesla,3,3.5,16000,2,1,3,12,High
23,M,Manager,Single,PhD,140000,Rural,Nissan,3,3.0,19000,0,2,1,28,High
48,F,Retired,Married,PhD,130000,Suburban,Audi,9,2.0,6000,1,3,0,8,High
44,F,Engineer,Divorced,Bachelor,40000,Rural,Tesla,12,1.5,19000,0,4,3,31,High
50,M,Retired,Single,Master,45000,Rural,Toyota,9,1.5,14000,2,1,1,18,Medium
49,F,Doctor,Married,PhD,60000,Suburban,Ford,9,1.5,8000,2,3,3,15,High
26,M,Manager,Widowed,None,35000,Urban,Toyota,2,3.0,13000,2,1,2,32,High
65,M,Engineer,Widowed,Master,55000,Rural,Honda,1,1.5,18000,0,1,1,31,High
43,F,Manager,Divorced,Master,35000,Urban,Mercedes,2,4.0,6000,1,4,0,25,High
36,F,Architect,Married,Master,130000,Rural,Ford,5,3.5,12000,2,0,0,12,Medium
54,F,Engineer,Widowed,Bachelor,125000,Rural,Ford,11,2.0,15000,0,1,2,4,High
35,F,Teacher,Divorced,PhD,30000,Suburban,BMW,11,2.5,19000,2,0,1,34,High
18,M,Doctor,Single,PhD,30000,Suburban,Audi,3,3.5,17000,1,4,3,30,High
23,M,Engineer,Married,Master,125000,Suburban,Mercedes,3,4.0,17000,0,0,1,37,Medium
44,F,Manager,Single,PhD,140000,Urban,BMW,1,3.0,17000,1,4,0,16,High
61,F,Manager,Widowed,None,135000,Rural,Tesla,8,3.0,15000,3,2,1,5,High
25,F,Artist,Widowed,PhD,20000,Suburban,Toyota,12,2.0,6000,2,2,1,25,High
18,F,Lawyer,Married,None,35000,Suburban,Chevrolet,3,1.5,10000,3,2,1,1,Medium
67,F,Architect,Married,Bachelor,115000,Suburban,BMW,6,3.0,11000,1,2,0,34,Low
56,F,Lawyer,Married,PhD,75000,Urban,Chevrolet,9,2.5,19000,1,4,0,15,High
61,F,Student,Married,Bachelor,95000,Suburban,Toyota,8,3.5,7000,3,3,0,19,High
43,M,Retired,Married,Bachelor,80000,Suburban,Nissan,12,3.0,7000,2,1,0,8,High
59,M,Architect,Single,None,35000,Urban,Mercedes,13,4.0,7000,1,0,2,6,High
40,F,Lawyer,Divorced,PhD,105000,Rural,Toyota,11,1.5,11000,3,0,3,29,High
63,F,Lawyer,Married,Bachelor,100000,Rural,Nissan,6,4.0,9000,1,0,2,17,High
41,F,Student,Married,Master,70000,Suburban,Honda,12,2.5,7000,2,4,3,13,High
61,M,Artist,Married,Bachelor,100000,Rural,Tesla,2,3.5,18000,3,0,0,2,High
51,F,Student,Widowed,None,115000,Suburban,Toyota,12,4.0,19000,3,0,2,11,High
52,M,Artist,Married,Bachelor,50000,Rural,Nissan,5,2.5,7000,2,0,1,26,Medium
49,M,Artist,Married,PhD,115000,Urban,Ford,11,1.5,13000,2,2,3,29,High
41,M,Manager,Divorced,PhD,130000,Urban,Audi,3,4.0,6000,2,3,0,3,High
32,F,Architect,Single,None,80000,Suburban,Mercedes,7,3.0,10000,2,1,1,31,Medium
57,M,Teacher,Single,None,75000,Suburban,Tesla,1,3.5,12000,2,0,3,21,High
21,F,Manager,Single,PhD,90000,Urban,Mercedes,8,3.5,17000,0,2,0,33,Medium
43,F,Teacher,Widowed,None,60000,Rural,Toyota,5,4.0,9000,2,2,3,19,High
31,F,Architect,Married,PhD,20000,Urban,Nissan,3,1.5,11000,3,0,2,17,High
45,F,Retired,Single,PhD,50000,Rural,Toyota,12,2.0,5000,0,3,3,29,High
66,M,Artist,Single,PhD,70000,Urban,Honda,10,3.0,8000,1,4,0,18,High
62,F,Engineer,Single,None,115000,Urban,Chevrolet,13,2.0,14000,0,1,2,5,High
26,F,Teacher,Divorced,Bachelor,50000,Rural,Nissan,4,2.0,14000,0,1,1,21,Medium
49,F,Teacher,Widowed,Master,125000,Urban,Tesla,7,3.5,6000,0,3,1,4,High
29,F,Teacher,Divorced,PhD,80000,Rural,Honda,12,3.0,18000,2,4,1,24,High
64,M,Doctor,Single,Bachelor,130000,Rural,Chevrolet,12,2.5,11000,1,2,0,22,High
25,M,Manager,Single,Master,105000,Rural,Ford,12,2.5,8000,3,0,0,26,High
56,F,Teacher,Divorced,None,55000,Urban,Mercedes,12,1.5,10000,3,4,0,25,High
42,M,Retired,Widowed,PhD,120000,Suburban,Mercedes,9,2.0,8000,0,0,0,21,Low
26,M,Lawyer,Divorced,None,130000,Suburban,Nissan,6,2.5,9000,3,3,3,18,High
61,F,Doctor,Single,Master,35000,Suburban,Ford,12,2.5,13000,0,2,3,28,High
64,F,Engineer,Divorced,None,135000,Suburban,Toyota,13,2.0,8000,0,1,1,6,High
53,F,Doctor,Married,Master,115000,Urban,BMW,3,2.0,12000,3,3,1,36,High
69,M,Teacher,Single,Master,75000,Suburban,Chevrolet,6,4.0,18000,3,3,3,20,High
67,F,Architect,Married,Master,100000,Rural,Audi,9,2.5,7000,1,2,1,20,Medium
57,M,Engineer,Single,Master,40000,Rural,Ford,14,2.5,17000,2,4,2,6,High
43,F,Doctor,Married,Bachelor,90000,Rural,Toyota,11,1.5,19000,2,2,2,39,High
30,F,Engineer,Married,Master,60000,Rural,Nissan,1,4.0,15000,0,0,1,19,Medium
22,F,Engineer,Divorced,PhD,70000,Rural,Mercedes,11,3.5,14000,3,0,1,32,Medium
64,M,Retired,Widowed,Master,25000,Suburban,Honda,8,2.0,9000,0,0,1,21,Medium
33,F,Retired,Divorced,Master,95000,Urban,Nissan,12,3.0,18000,1,3,2,7,High
51,F,Doctor,Widowed,Bachelor,130000,Rural,Mercedes,4,2.0,9000,2,0,2,11,High
52,M,Artist,Married,PhD,145000,Urban,Ford,13,4.0,14000,1,1,3,3,High
60,M,Retired,Married,Master,75000,Rural,Ford,8,3.0,18000,0,0,0,24,High
45,F,Student,Married,None,20000,Suburban,Toyota,9,2.5,18000,0,2,0,37,High
22,F,Doctor,Married,PhD,85000,Urban,Nissan,3,2.5,15000,1,0,1,31,Medium
34,M,Architect,Divorced,Bachelor,40000,Rural,Chevrolet,9,3.0,8000,0,3,2,5,High
34,F,Architect,Widowed,Master,140000,Urban,Tesla,11,3.0,5000,0,4,1,9,High
33,F,Engineer,Widowed,PhD,130000,Urban,Chevrolet,5,4.0,12000,0,0,1,4,Medium
36,M,Architect,Widowed,Master,50000,Urban,Audi,6,3.0,19000,2,4,0,14,High
48,F,Doctor,Widowed,Bachelor,70000,Rural,Audi,13,4.0,5000,0,1,1,28,High
62,F,Manager,Widowed,Bachelor,30000,Rural,Audi,6,2.5,13000,2,0,1,37,High
54,M,Engineer,Divorced,PhD,50000,Urban,Honda,6,4.0,6000,2,3,3,3,High
61,F,Teacher,Single,Bachelor,130000,Urban,Audi,10,3.0,9000,3,4,0,8,High
51,M,Manager,Widowed,PhD,70000,Rural,Chevrolet,2,2.5,18000,0,1,2,20,High
62,M,Lawyer,Widowed,Bachelor,85000,Suburban,BMW,2,2.0,14000,2,4,1,13,High
58,F,Artist,Married,Bachelor,25000,Suburban,Chevrolet,5,4.0,5000,3,4,3,1,High
30,M,Doctor,Married,Bachelor,60000,Urban,Nissan,12,3.5,11000,1,4,2,36,High
46,F,Artist,Divorced,Bachelor,65000,Urban,Nissan,2,3.5,13000,2,3,0,28,High
41,F,Teacher,Widowed,None,40000,Urban,Mercedes,9,2.5,9000,1,4,2,29,High
55,F,Manager,Married,Bachelor,145000,Suburban,BMW,10,1.5,6000,0,2,1,1,Medium
30,M,Artist,Married,None,115000,Suburban,Audi,10,3.5,14000,2,0,3,31,High
28,F,Architect,Single,Master,90000,Suburban,Audi,7,3.5,14000,0,0,0,15,Medium
19,M,Manager,Widowed,PhD,95000,Suburban,Mercedes,4,3.0,14000,2,2,2,21,High
59,F,Teacher,Married,Bachelor,140000,Urban,Nissan,9,3.0,6000,1,2,1,19,Medium
24,M,Student,Divorced,Master,90000,Suburban,Chevrolet,1,1.5,11000,1,2,3,20,High
