name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
AYCOX,26,F,Doctor,Married,Bachelor,60000,Suburban,Honda,7,1.5,12000,2,2,2,7,Low
CUCHS,55,F,Teacher,Single,PhD,110000,Urban,Chevrolet,1,3.0,11000,2,4,2,35,Low
DEUPJ,44,F,Artist,Married,Master,60000,Suburban,Toyota,9,3.0,14000,2,0,2,3,Low
GRPYP,24,M,Architect,Divorced,None,30000,Rural,Tesla,3,3.0,14000,1,4,3,20,High
CSFAB,23,F,Architect,Married,Bachelor,130000,Rural,Chevrolet,4,2.5,18000,2,4,0,36,High
CCBQQ,41,M,Manager,Widowed,Bachelor,85000,Urban,Ford,12,3.0,9000,0,2,2,36,Low
NLSBF,61,M,Doctor,Married,Master,50000,Urban,Chevrolet,14,2.5,11000,0,4,0,20,High
DOSIW,50,M,Artist,Divorced,Master,135000,Rural,Honda,13,2.5,15000,2,4,3,27,Low
NWCUA,25,M,Artist,Widowed,Bachelor,30000,Urban,Ford,10,2.5,6000,3,2,1,25,High
YJZWW,28,M,Doctor,Single,PhD,105000,Suburban,Chevrolet,10,3.0,7000,1,1,0,27,Low
YFKOM,41,F,Retired,Single,PhD,60000,Rural,BMW,13,4.0,13000,2,4,0,2,High
OMNCP,41,M,Teacher,Single,Bachelor,100000,Suburban,Toyota,11,2.5,16000,1,0,2,5,High
ZLPXY,52,F,Architect,Widowed,None,30000,Suburban,Audi,14,3.5,16000,1,2,3,21,High
ZMUIV,27,M,Doctor,Single,PhD,75000,Urban,BMW,11,3.5,6000,0,2,3,22,High
POOLS,28,F,Artist,Single,None,110000,Suburban,Tesla,9,2.0,9000,0,1,2,13,High
TYWJB,54,M,Student,Widowed,None,125000,Rural,Nissan,7,3.0,18000,3,4,2,7,Medium
VXYNV,65,F,Student,Widowed,PhD,105000,Rural,BMW,5,3.5,18000,3,1,2,4,Medium
IMPNQ,63,F,Architect,Married,Master,85000,Urban,Nissan,2,4.0,5000,3,2,2,38,High
NOBWE,67,F,Teacher,Married,PhD,85000,Rural,Toyota,4,3.5,8000,3,0,2,30,Low
SDDFG,58,F,Doctor,Widowed,Bachelor,110000,Urban,Mercedes,7,4.0,14000,2,3,0,20,Medium
HSGMZ,69,M,Doctor,Married,Master,55000,Rural,Ford,3,1.5,12000,3,4,2,4,High
FZXGN,33,F,Architect,Single,None,95000,Suburban,Honda,12,2.0,14000,1,2,0,24,Medium
JLWAI,48,F,Student,Married,None,25000,Rural,Audi,13,1.5,17000,0,1,2,2,High
WSGTR,56,M,Architect,Widowed,PhD,60000,Rural,Mercedes,5,2.5,9000,3,4,1,16,Medium
PLVUQ,58,M,Teacher,Widowed,PhD,30000,Urban,Nissan,1,2.0,9000,3,3,3,36,Medium
DHHSC,51,M,Doctor,Single,Master,95000,Suburban,BMW,5,2.0,13000,1,4,2,8,Low
JQESK,34,F,Lawyer,Married,None,20000,Suburban,Honda,14,4.0,7000,0,1,0,16,High
HBAAF,57,F,Architect,Single,Master,35000,Urban,Audi,13,1.5,7000,1,4,2,15,Low
RQCGT,33,M,Artist,Widowed,PhD,105000,Rural,BMW,14,3.0,12000,0,4,1,39,Low
XNRWA,34,F,Lawyer,Divorced,Bachelor,50000,Urban,Mercedes,13,3.0,18000,0,4,0,35,High
GNOSQ,61,F,Doctor,Single,Bachelor,35000,Suburban,BMW,13,3.5,16000,3,4,0,12,High
NRAZJ,52,F,Architect,Married,None,130000,Urban,Ford,1,4.0,10000,0,1,3,2,Medium
HLQNC,47,F,Lawyer,Married,Bachelor,135000,Suburban,Chevrolet,7,2.0,10000,1,1,2,29,Low
XMNIB,47,M,Student,Divorced,Master,60000,Suburban,Mercedes,9,3.5,14000,0,4,2,10,Medium
BDCBK,28,F,Engineer,Widowed,PhD,85000,Urban,Mercedes,6,4.0,10000,1,3,1,28,High
CPKAI,21,F,Engineer,Widowed,Bachelor,50000,Suburban,BMW,8,4.0,15000,1,3,2,6,Low
CASGO,21,F,Doctor,Married,None,20000,Rural,Tesla,5,1.5,17000,2,1,3,9,Medium
IIMNT,31,M,Architect,Single,PhD,45000,Suburban,Chevrolet,11,2.0,9000,3,4,1,4,Medium
IVTLV,24,M,Engineer,Widowed,Master,65000,Rural,Toyota,8,3.0,9000,2,0,2,23,High
EMMIT,27,F,Lawyer,Divorced,None,20000,Urban,Toyota,8,2.5,6000,1,1,1,14,Low
JZRBX,61,M,Teacher,Married,Bachelor,110000,Suburban,Toyota,1,2.0,12000,0,2,3,9,High
DILOV,48,M,Student,Married,Master,110000,Suburban,BMW,6,1.5,18000,0,2,3,8,High
FBDZX,49,M,Artist,Divorced,PhD,70000,Rural,Ford,14,3.5,16000,3,1,2,22,Medium
GJQII,54,F,Engineer,Divorced,PhD,45000,Suburban,Toyota,1,3.5,18000,2,2,1,32,Low
ZOFNE,40,F,Retired,Divorced,Master,70000,Rural,Audi,9,1.5,17000,1,4,0,3,Low
EBQXM,55,F,Artist,Single,Bachelor,110000,Urban,Audi,7,3.5,17000,0,3,3,17,High
OKFSV,37,F,Retired,Divorced,PhD,100000,Urban,Nissan,5,3.0,16000,0,0,3,30,Medium
VAHCO,45,M,Student,Divorced,PhD,70000,Rural,BMW,13,1.5,5000,3,0,3,27,Low
GCSTA,68,M,Lawyer,Divorced,Master,90000,Suburban,Chevrolet,10,1.5,14000,2,2,1,14,Low
KQLNN,40,M,Lawyer,Single,Master,145000,Suburban,Ford,5,3.5,14000,2,0,3,11,Medium
EBMWK,54,F,Architect,Married,PhD,140000,Rural,Chevrolet,2,4.0,6000,2,1,2,31,High
HPZYW,63,M,Architect,Single,PhD,60000,Urban,Audi,4,3.0,13000,2,3,3,26,Medium
RCOZT,18,M,Engineer,Single,Master,55000,Rural,Chevrolet,2,1.5,5000,0,4,3,2,Low
KXBIL,34,M,Retired,Single,None,100000,Urban,Toyota,9,2.0,13000,3,2,1,1,High
WPDSP,30,F,Manager,Divorced,Bachelor,95000,Rural,Honda,1,4.0,7000,1,4,2,21,Medium
PMWXH,52,M,Lawyer,Single,Master,75000,Rural,Toyota,3,2.0,17000,0,2,3,21,Medium
GMSOT,45,F,Engineer,Single,PhD,140000,Urban,Ford,12,2.0,10000,0,3,1,29,High
VBZXA,52,M,Doctor,Divorced,PhD,125000,Urban,Mercedes,6,2.0,12000,3,2,0,23,Medium
MRSNT,61,F,Architect,Married,PhD,80000,Urban,Nissan,5,4.0,7000,0,2,1,31,High
KSSWC,35,M,Doctor,Widowed,None,65000,Urban,Ford,6,3.0,16000,2,1,0,26,Medium
STMJB,29,F,Artist,Widowed,None,30000,Suburban,Nissan,1,3.0,17000,2,4,1,11,Medium
ZIWCI,58,M,Lawyer,Single,PhD,80000,Rural,Tesla,12,3.0,18000,0,4,1,32,Low
CPYJQ,55,F,Engineer,Married,Bachelor,130000,Urban,Chevrolet,9,4.0,12000,2,1,2,23,Medium
CDPTN,25,M,Student,Single,None,130000,Rural,Nissan,4,2.0,13000,3,0,0,14,High
UFPLX,31,M,Student,Single,None,105000,Suburban,Mercedes,5,3.0,9000,2,2,1,39,Medium
CKGSA,64,F,Student,Single,None,135000,Rural,Toyota,7,2.0,12000,3,0,1,12,Medium
HIGHT,25,F,Teacher,Married,None,95000,Urban,Tesla,2,3.0,5000,2,1,2,24,Low
NPWOI,54,M,Retired,Divorced,Bachelor,35000,Suburban,Toyota,13,3.5,12000,2,1,3,39,High
VNHEZ,28,F,Engineer,Widowed,PhD,60000,Rural,Chevrolet,9,3.0,12000,0,3,3,35,High
HYFBN,34,M,Manager,Married,None,45000,Suburban,Audi,13,3.5,12000,2,3,1,4,High
VFONX,18,M,Manager,Widowed,Master,75000,Urban,Ford,11,3.5,17000,3,1,3,23,Low
RPBLV,20,F,Manager,Widowed,Bachelor,60000,Rural,Audi,9,2.5,17000,3,2,1,25,High
XJIMX,29,F,Teacher,Widowed,Bachelor,95000,Rural,Nissan,11,2.0,13000,3,3,1,11,Medium
ADRXZ,69,F,Architect,Single,Bachelor,20000,Rural,Mercedes,13,2.0,6000,0,1,0,16,High
QMVBO,41,F,Engineer,Widowed,PhD,120000,Suburban,Mercedes,1,2.0,12000,1,1,3,35,High
MLWAU,52,F,Lawyer,Widowed,Bachelor,45000,Urban,Audi,5,3.5,8000,1,3,2,21,High
RLHCS,39,F,Doctor,Married,PhD,105000,Suburban,Honda,7,3.5,15000,1,0,3,17,Low
WPISB,63,M,Engineer,Married,PhD,125000,Suburban,Toyota,3,3.5,11000,2,4,3,17,High
QRKVA,66,M,Retired,Single,Bachelor,35000,Rural,Ford,12,2.0,19000,3,1,1,2,High
JZBFG,26,F,Student,Widowed,Bachelor,40000,Suburban,BMW,4,3.5,18000,0,4,3,28,Low
VZVYB,52,F,Engineer,Divorced,Bachelor,100000,Suburban,Nissan,10,3.0,13000,3,4,0,1,High
EXWMR,55,M,Doctor,Divorced,Master,120000,Suburban,Ford,3,3.5,8000,0,4,3,1,Medium
AFKPF,60,F,Doctor,Married,Master,100000,Suburban,BMW,11,2.5,11000,0,3,0,12,High
GYUQT,28,M,Student,Divorced,Master,145000,Urban,Audi,14,4.0,9000,2,4,3,6,Medium
FRIBT,43,M,Manager,Widowed,Bachelor,70000,Rural,BMW,2,4.0,10000,1,1,3,21,Low
CZMMY,69,M,Manager,Divorced,None,145000,Suburban,Audi,14,3.0,13000,1,3,3,37,Low
OEIFH,60,F,Teacher,Divorced,Bachelor,35000,Suburban,Audi,7,2.5,6000,2,3,1,16,Low
ZGQJW,18,F,Doctor,Widowed,None,95000,Urban,BMW,11,3.5,8000,2,1,2,19,High
LCIKS,48,M,Manager,Divorced,Master,105000,Urban,Chevrolet,3,2.5,17000,3,1,1,22,Low
JFHOK,56,F,Engineer,Married,None,100000,Suburban,Mercedes,11,4.0,8000,3,3,2,2,Medium
UNBAY,35,F,Artist,Divorced,PhD,135000,Rural,Honda,1,4.0,5000,1,4,3,39,Low
XLVSB,22,M,Artist,Single,Bachelor,100000,Urban,Mercedes,1,1.5,18000,3,3,3,22,Low
DLQDN,61,F,Artist,Married,PhD,35000,Rural,Honda,14,2.0,13000,3,0,1,9,Low
KFWJI,34,M,Architect,Single,None,20000,Rural,Mercedes,2,3.0,10000,1,4,1,15,Medium
GZOFI,33,F,Doctor,Widowed,PhD,70000,Urban,BMW,13,2.0,8000,2,3,0,24,High
OITFR,63,F,Manager,Divorced,Master,105000,Suburban,Toyota,1,2.0,15000,1,2,1,4,Low
POBTT,21,F,Teacher,Married,Master,40000,Suburban,Honda,8,3.5,5000,2,4,3,35,High
KWZUV,49,M,Engineer,Widowed,None,75000,Suburban,BMW,5,1.5,6000,1,3,0,27,High
IXQBJ,69,M,Student,Married,None,90000,Suburban,Mercedes,5,1.5,9000,0,1,2,18,High
JGEOU,28,F,Engineer,Divorced,PhD,110000,Rural,Toyota,1,1.5,12000,0,0,2,4,Low
YTTWI,24,F,Teacher,Single,Master,45000,Suburban,Honda,5,2.5,10000,3,0,0,9,Low
WNHUM,59,F,Student,Widowed,PhD,140000,Suburban,Tesla,3,1.5,8000,0,1,3,27,Medium
IIOXR,46,F,Teacher,Widowed,Bachelor,130000,Suburban,Audi,10,2.0,15000,3,0,2,6,High
DDHHF,53,F,Engineer,Widowed,Bachelor,70000,Rural,Tesla,1,2.0,17000,1,1,1,8,Medium
BZZSF,46,F,Student,Widowed,Master,80000,Urban,Audi,13,2.5,16000,3,0,0,14,High
DWDYI,27,M,Student,Married,PhD,40000,Rural,Audi,14,3.5,11000,3,3,0,21,Medium
LEEYM,69,M,Engineer,Single,None,120000,Urban,Honda,12,1.5,18000,1,3,0,23,Low
JBRIU,66,M,Lawyer,Widowed,None,55000,Suburban,Honda,1,3.5,8000,0,0,2,11,High
SGRWT,27,F,Student,Married,Master,125000,Suburban,Tesla,10,2.0,13000,1,0,3,26,High
CNQZO,36,M,Doctor,Married,None,130000,Rural,Mercedes,5,3.0,6000,0,0,0,1,High
WISEF,33,F,Artist,Married,Master,125000,Rural,Toyota,7,4.0,16000,2,2,0,29,High
KQCYA,55,F,Retired,Divorced,Master,70000,Suburban,Honda,14,3.5,7000,1,3,1,22,Low
JRWVZ,68,M,Retired,Divorced,None,25000,Urban,Chevrolet,6,1.5,5000,3,0,3,14,High
KTZGN,68,F,Manager,Single,PhD,70000,Urban,Tesla,6,1.5,15000,0,3,2,27,Low
ORPNY,23,F,Architect,Divorced,Bachelor,105000,Suburban,Audi,1,3.0,8000,0,3,0,20,High
EAYGB,32,F,Teacher,Married,Master,55000,Suburban,Toyota,11,4.0,8000,0,4,3,24,High
DHVEC,45,F,Lawyer,Divorced,None,135000,Suburban,Tesla,11,2.5,7000,1,0,2,6,High
CZSOZ,18,M,Retired,Widowed,Bachelor,35000,Rural,Audi,7,2.5,7000,0,2,2,29,Low
HJOOP,29,M,Teacher,Single,Master,60000,Rural,Honda,11,2.0,13000,0,3,0,11,Low
MGLRE,30,F,Manager,Single,PhD,130000,Urban,Audi,6,2.5,11000,1,2,3,30,Low
TRHNF,47,F,Retired,Single,None,90000,Rural,Tesla,6,2.5,10000,1,1,3,39,Medium
FOBHN,36,F,Manager,Married,None,45000,Urban,Mercedes,8,2.5,7000,3,3,0,18,Low
WVDPO,69,F,Engineer,Single,Bachelor,110000,Rural,BMW,14,2.5,6000,1,3,0,38,Medium
SBMQH,44,F,Doctor,Single,Bachelor,25000,Urban,Chevrolet,13,3.0,19000,2,1,3,17,Medium
QPTHF,33,F,Artist,Married,Master,85000,Suburban,Toyota,4,2.0,5000,2,0,2,6,High
ZNSPI,19,M,Retired,Single,Master,130000,Urban,Toyota,14,2.0,9000,2,2,3,37,Medium
RAGLY,41,F,Manager,Widowed,Bachelor,45000,Suburban,Audi,13,3.0,14000,0,2,0,20,Low
RBMBV,27,F,Manager,Divorced,PhD,145000,Rural,Audi,14,1.5,10000,0,3,1,20,Low
SYTPK,67,M,Engineer,Single,Master,105000,Urban,Tesla,2,2.5,6000,1,3,0,10,High
DHTWN,43,F,Retired,Single,Master,20000,Urban,Mercedes,5,2.5,16000,3,3,1,6,High
MVYRJ,19,F,Manager,Married,Master,120000,Rural,Toyota,6,3.0,17000,2,3,2,30,Low
DPVGX,40,M,Doctor,Married,PhD,20000,Suburban,Nissan,9,2.0,18000,1,1,2,13,Medium
KCDDJ,39,F,Student,Single,Bachelor,105000,Rural,Tesla,14,2.5,17000,3,3,1,35,Low
VYHOJ,66,F,Artist,Single,Bachelor,120000,Urban,Honda,2,2.0,14000,0,1,2,13,Medium
ABRWF,68,F,Teacher,Divorced,PhD,90000,Rural,Nissan,5,2.5,17000,1,1,2,4,Medium
DMJVV,47,F,Engineer,Widowed,None,130000,Rural,Mercedes,4,1.5,12000,3,0,2,23,Medium
MWOFQ,63,M,Artist,Widowed,PhD,30000,Rural,Chevrolet,12,3.0,7000,2,1,3,28,Low
AQOQY,67,M,Doctor,Single,PhD,45000,Suburban,Honda,8,4.0,5000,1,3,1,39,Low
PWPTM,27,M,Teacher,Widowed,PhD,25000,Rural,Mercedes,8,2.0,16000,3,4,3,11,Low
CQKUS,52,M,Engineer,Married,Bachelor,35000,Suburban,Honda,1,3.0,12000,3,4,1,23,Medium
CIONZ,29,F,Retired,Widowed,Master,125000,Urban,BMW,4,3.0,18000,3,1,0,36,Low
GEOIQ,42,F,Doctor,Married,None,25000,Suburban,Honda,7,3.0,18000,2,4,1,23,High
VWVMV,56,F,Doctor,Single,PhD,50000,Rural,Toyota,4,3.0,13000,0,0,0,34,Medium
JUVUA,23,F,Doctor,Divorced,Master,125000,Rural,Tesla,4,1.5,11000,3,4,0,38,Medium
RZBNH,49,M,Artist,Single,Master,65000,Suburban,Ford,6,2.0,11000,2,1,1,20,High
TARHE,24,F,Artist,Married,PhD,115000,Rural,Ford,8,2.0,14000,1,0,0,11,Low
OVMZL,65,M,Teacher,Widowed,Master,55000,Rural,Mercedes,10,2.5,17000,3,1,2,33,Low
RLWJK,28,F,Architect,Married,Master,130000,Rural,Honda,5,3.5,17000,0,2,2,33,High
VIIBT,20,M,Student,Widowed,Bachelor,90000,Rural,Mercedes,8,3.5,11000,0,1,2,20,High
JOZMS,25,M,Student,Married,Master,55000,Suburban,Tesla,10,4.0,18000,1,1,0,23,Medium
AXZON,33,M,Teacher,Single,None,60000,Suburban,BMW,2,4.0,16000,2,3,0,21,Low
PJRJE,68,F,Artist,Married,None,65000,Rural,Honda,12,3.0,10000,3,3,3,13,Low
XFPOH,48,M,Artist,Divorced,PhD,45000,Suburban,Toyota,2,3.5,11000,0,3,3,2,High
DNUQY,34,F,Student,Divorced,PhD,120000,Urban,Honda,11,3.5,7000,3,3,0,11,High
FZYYB,46,M,Doctor,Single,Bachelor,125000,Suburban,Ford,4,3.5,9000,3,0,0,15,High
PIBNU,48,F,Student,Widowed,None,40000,Urban,Ford,14,2.0,8000,2,2,1,7,High
NHOVI,33,F,Lawyer,Widowed,Master,50000,Rural,Tesla,10,4.0,6000,2,4,1,19,Low
AOYAK,47,F,Architect,Divorced,None,45000,Urban,Tesla,2,3.5,19000,2,3,3,37,High
SJSKU,35,M,Engineer,Married,PhD,80000,Urban,Chevrolet,13,3.0,19000,3,3,3,36,High
CNLWA,28,M,Manager,Widowed,PhD,75000,Urban,Audi,2,3.5,18000,0,0,3,29,Low
VEZLG,61,M,Artist,Widowed,None,95000,Suburban,Audi,7,2.5,9000,1,1,3,9,High
ISPIB,59,M,Teacher,Divorced,Bachelor,135000,Suburban,Audi,2,4.0,7000,0,2,0,34,High
FFLGU,58,M,Teacher,Single,None,140000,Urban,Nissan,2,1.5,18000,1,3,1,21,Medium
BZMFG,68,F,Architect,Widowed,Bachelor,135000,Rural,Nissan,3,2.5,15000,1,2,0,18,High
AGHGG,48,M,Lawyer,Widowed,Master,100000,Suburban,Ford,1,3.5,8000,3,4,3,37,High
ASWCZ,44,M,Doctor,Single,Master,90000,Suburban,Honda,7,3.5,9000,3,1,3,15,Medium
QDVFC,59,M,Manager,Divorced,None,100000,Urban,Mercedes,11,2.5,17000,2,4,2,14,Low
DXCTX,38,M,Doctor,Married,Bachelor,95000,Urban,Honda,10,2.5,5000,3,1,1,17,Medium
GAUVM,51,F,Artist,Single,Master,45000,Rural,Mercedes,10,2.0,9000,1,3,1,34,Medium
MVVQQ,59,M,Teacher,Widowed,PhD,115000,Suburban,Tesla,1,1.5,16000,2,2,3,15,Medium
RNCRC,42,F,Retired,Widowed,None,115000,Suburban,Toyota,1,2.5,6000,0,0,3,21,High
QAAQY,18,F,Manager,Widowed,Master,55000,Rural,Nissan,12,4.0,12000,0,3,2,29,High
DCGDX,44,F,Architect,Married,None,25000,Rural,BMW,3,2.5,7000,1,1,1,4,Low
DTQGS,51,F,Retired,Widowed,Master,30000,Suburban,Toyota,14,2.5,17000,3,2,1,18,High
YATGR,60,F,Teacher,Divorced,Master,45000,Rural,Ford,12,4.0,12000,3,3,2,25,High
HYOJH,37,F,Doctor,Divorced,Master,120000,Rural,Ford,8,3.0,8000,3,3,2,2,High
CBJYB,42,F,Engineer,Single,Bachelor,25000,Rural,Nissan,12,2.0,12000,2,1,1,19,Low
TVHYT,30,F,Architect,Single,PhD,85000,Rural,Audi,5,2.0,9000,3,1,1,20,High
ITXPY,26,F,Manager,Single,Master,145000,Rural,Honda,12,3.5,16000,3,0,3,22,Low
ZCEIZ,57,M,Doctor,Married,Bachelor,110000,Suburban,Audi,9,3.5,16000,3,0,0,39,High
REPSF,40,F,Artist,Widowed,None,90000,Urban,Tesla,13,3.0,13000,1,4,3,31,Low
MSHXI,20,F,Architect,Widowed,Bachelor,85000,Rural,BMW,9,4.0,12000,1,4,0,37,High
IOHJY,57,M,Lawyer,Widowed,Master,60000,Urban,Honda,13,4.0,9000,1,1,2,37,High
QITWQ,44,F,Architect,Single,Bachelor,80000,Suburban,Ford,6,2.0,15000,3,3,1,26,Low
VGJKR,63,M,Doctor,Widowed,Bachelor,100000,Suburban,Ford,10,4.0,11000,1,2,0,24,High
RFRQV,67,F,Manager,Single,Master,40000,Rural,Ford,12,1.5,14000,2,2,3,20,Medium
WYFSM,29,F,Engineer,Single,Master,25000,Suburban,Nissan,10,3.5,11000,1,0,2,14,Medium
TKBMI,40,M,Doctor,Married,PhD,70000,Rural,Nissan,2,2.0,16000,2,2,1,34,Low
WZYKV,41,F,Architect,Married,Master,135000,Rural,BMW,14,2.5,9000,3,0,1,35,High
UJKPS,54,M,Teacher,Single,PhD,55000,Urban,Honda,1,2.5,9000,0,0,1,17,Medium
SUIMR,47,M,Architect,Married,None,140000,Suburban,Ford,5,1.5,5000,0,1,1,17,Low
FPOVN,56,M,Doctor,Widowed,None,40000,Rural,Mercedes,1,4.0,13000,2,3,1,25,Low
QPEWN,48,F,Architect,Married,PhD,50000,Urban,Audi,5,4.0,10000,2,0,3,36,Medium
CRBAZ,62,M,Architect,Widowed,None,145000,Urban,Honda,1,2.5,5000,2,1,1,27,High
TJVHK,66,F,Doctor,Married,Bachelor,50000,Rural,Honda,5,2.5,11000,0,3,3,29,Low
FTEYR,44,M,Student,Divorced,PhD,130000,Rural,Tesla,7,4.0,12000,2,3,1,20,High
WHKHM,20,F,Manager,Widowed,Master,120000,Urban,Audi,9,2.0,18000,2,4,2,28,High
BALVB,54,M,Manager,Married,PhD,30000,Rural,Tesla,6,2.5,15000,1,3,2,1,High
JZCNF,23,F,Manager,Single,Bachelor,75000,Rural,Toyota,14,4.0,5000,2,0,2,12,High
AMTEU,52,M,Retired,Divorced,None,115000,Suburban,Toyota,12,3.0,13000,3,4,0,7,Medium
ZHOZZ,18,M,Teacher,Single,Bachelor,110000,Urban,Tesla,10,4.0,18000,0,4,2,3,Medium
COVXA,44,F,Architect,Widowed,PhD,50000,Rural,Tesla,3,3.0,8000,2,3,3,7,High
QMFWU,54,M,Doctor,Divorced,Master,135000,Urban,BMW,5,4.0,9000,2,1,0,8,Medium
BHNWY,52,F,Teacher,Married,Master,45000,Suburban,Chevrolet,12,4.0,14000,3,1,0,5,High
MAOBG,66,F,Engineer,Married,Master,95000,Urban,Chevrolet,2,2.5,12000,2,2,3,8,High
HJJUJ,48,F,Retired,Divorced,Master,35000,Rural,Mercedes,12,3.5,19000,1,2,2,22,High
UDEHV,32,F,Teacher,Single,Bachelor,95000,Urban,Mercedes,7,2.0,19000,0,1,2,33,High
ZURRR,22,F,Artist,Married,PhD,40000,Urban,Nissan,8,2.5,5000,1,0,1,18,Medium
CRVHY,24,M,Artist,Single,None,110000,Urban,Mercedes,7,3.0,7000,3,4,1,6,Medium
MHIDZ,32,F,Retired,Widowed,Master,125000,Rural,Honda,4,4.0,11000,2,3,1,22,High
RULEZ,26,M,Artist,Divorced,PhD,80000,Suburban,BMW,11,2.0,5000,2,1,1,34,Low
HVGBS,60,F,Artist,Married,Bachelor,120000,Urban,Mercedes,6,2.5,16000,0,0,2,13,Low
OBNUX,48,M,Artist,Single,Master,115000,Suburban,Chevrolet,5,2.0,14000,1,1,1,2,High
XOIFI,21,F,Student,Widowed,Master,70000,Rural,Nissan,3,2.0,18000,1,2,3,28,Medium
UVSSB,47,F,Lawyer,Single,PhD,110000,Suburban,BMW,14,1.5,9000,1,1,2,18,High
HFUQF,31,F,Artist,Single,Bachelor,85000,Rural,Tesla,12,3.0,11000,3,4,3,23,Medium
FYWRY,68,F,Teacher,Single,None,90000,Urban,Chevrolet,14,3.5,8000,2,2,3,7,Low
RNQKI,41,F,Manager,Divorced,Master,85000,Suburban,Audi,6,4.0,19000,2,2,3,25,Medium
BQXFC,19,F,Lawyer,Married,Master,40000,Rural,Honda,10,4.0,12000,3,2,0,3,Medium
EQJMY,51,F,Architect,Married,PhD,90000,Rural,Toyota,1,4.0,7000,2,0,1,13,High
ZCVII,67,M,Architect,Widowed,Bachelor,40000,Suburban,BMW,8,4.0,7000,1,3,0,37,Low
RWMSH,66,M,Teacher,Divorced,Master,75000,Rural,Mercedes,3,1.5,19000,0,1,3,31,Medium
SZQUO,62,M,Artist,Widowed,None,40000,Suburban,Nissan,3,2.0,14000,3,3,0,6,Low
JHPQT,29,F,Student,Widowed,None,110000,Suburban,Toyota,10,4.0,11000,2,2,1,21,Medium
UBLLF,35,F,Manager,Single,Master,115000,Suburban,Tesla,9,2.5,18000,2,1,3,12,High
ABKAG,30,M,Engineer,Widowed,Master,45000,Urban,Tesla,5,1.5,10000,3,1,1,12,Low
TCTKQ,43,F,Teacher,Single,PhD,145000,Urban,Ford,6,3.5,6000,1,1,3,35,Low
EFNJA,24,F,Doctor,Married,None,40000,Suburban,Audi,6,4.0,8000,2,4,1,10,High
JAKFI,67,F,Retired,Single,PhD,40000,Urban,BMW,13,3.5,14000,2,2,2,37,Medium
MFRAT,52,M,Lawyer,Married,Master,25000,Urban,Audi,4,3.5,10000,1,3,3,9,High
BTMSL,41,F,Architect,Widowed,None,130000,Rural,Mercedes,1,2.0,13000,2,4,2,6,High
NJWRE,43,M,Student,Widowed,None,140000,Rural,Tesla,6,2.0,15000,3,4,3,3,Medium
KUBCC,36,F,Engineer,Divorced,Bachelor,80000,Urban,Mercedes,6,3.5,7000,1,2,2,37,High
WCBWJ,68,F,Manager,Single,None,70000,Urban,Toyota,2,2.5,13000,0,0,2,37,Low
NUPRW,21,F,Doctor,Widowed,None,45000,Suburban,Tesla,10,3.0,17000,3,3,1,6,High
NKBCM,57,M,Manager,Single,PhD,140000,Rural,Mercedes,12,2.0,17000,3,1,1,38,High
IVSIP,37,F,Engineer,Widowed,Master,130000,Urban,Toyota,11,3.0,9000,1,3,1,23,Medium
KPBKL,20,M,Architect,Divorced,PhD,95000,Rural,Nissan,6,1.5,5000,2,4,3,24,Medium
NXPUX,48,M,Manager,Single,Bachelor,95000,Urban,Nissan,2,2.0,9000,0,0,1,37,Medium
OQOTY,46,M,Doctor,Divorced,Bachelor,105000,Rural,BMW,2,4.0,11000,0,2,0,39,High
FSQEN,59,F,Artist,Married,None,100000,Suburban,Tesla,13,3.5,17000,0,0,2,18,High
AFBYC,42,M,Retired,Widowed,Bachelor,25000,Rural,BMW,4,2.5,14000,3,0,3,38,Low
NGGQG,19,M,Teacher,Single,None,40000,Rural,Mercedes,5,3.0,19000,3,3,3,16,Medium
ZCNIO,27,F,Doctor,Divorced,PhD,135000,Suburban,Honda,5,3.5,7000,3,4,2,11,Medium
POUYG,24,M,Teacher,Widowed,Master,125000,Urban,Honda,8,2.0,18000,2,0,2,9,Medium
JRSSC,64,M,Teacher,Divorced,Bachelor,70000,Urban,Chevrolet,4,3.0,11000,3,1,0,16,High
NIXUT,21,M,Lawyer,Widowed,Master,105000,Rural,Toyota,7,1.5,10000,0,0,2,16,Low
TRUPP,22,F,Architect,Single,None,25000,Suburban,Ford,3,3.0,19000,1,3,1,5,Low
ZIERO,55,M,Engineer,Divorced,PhD,70000,Rural,Nissan,12,3.5,13000,2,2,2,31,High
XNIPV,68,M,Artist,Divorced,Bachelor,105000,Urban,Nissan,4,4.0,16000,0,3,1,20,Medium
ZNRFW,18,F,Retired,Single,Bachelor,135000,Urban,Audi,13,3.0,14000,1,2,3,30,Low
SEZXV,27,F,Retired,Married,Master,20000,Suburban,Audi,3,4.0,16000,2,4,1,32,Low
CMQZK,45,F,Retired,Married,Master,145000,Urban,Ford,13,2.5,14000,3,2,1,31,High
MLOIW,45,F,Manager,Widowed,Bachelor,140000,Urban,Honda,7,4.0,14000,2,4,1,12,Low
SGIIM,57,F,Lawyer,Widowed,PhD,50000,Rural,Honda,14,4.0,19000,2,1,2,24,Medium
UIRWS,28,F,Engineer,Single,Bachelor,145000,Urban,Toyota,13,4.0,8000,0,1,2,1,Medium
