name,age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration
EAKOI,63,F,Retired,Single,PhD,25000,Suburban,Mercedes,8,1.5,15000,0,4,1,8
IMZUD,46,M,Student,Single,PhD,110000,Rural,Mercedes,8,3,5000,3,3,0,24
UHGRZ,23,F,Lawyer,Widowed,None,120000,Rural,BMW,13,2,12000,0,1,0,7
IABLX,58,F,Lawyer,Single,Master,120000,Rural,Ford,10,2,11000,2,4,0,22
GJOTS,36,M,Doctor,Married,Bachelor,30000,Suburban,Nissan,10,2,6000,1,4,3,23
VNQEL,40,F,Artist,Divorced,Master,80000,Rural,Chevrolet,7,2,12000,0,1,3,14
NFPMQ,18,F,Engineer,Divorced,Master,105000,Urban,Audi,9,4,6000,2,0,0,32
EGSDT,47,M,Teacher,Single,Master,45000,Urban,BMW,11,3,19000,2,2,1,12
MQTBT,29,M,Student,Married,None,110000,Suburban,Tesla,3,4,6000,0,0,2,24
QWKRX,49,M,Doctor,Divorced,Master,25000,Suburban,Audi,2,4,7000,3,3,3,12
OZMPB,44,M,Artist,Divorced,Bachelor,110000,Urban,Honda,12,4,19000,1,1,3,2
FBNXF,66,F,Teacher,Widowed,Master,40000,Urban,Mercedes,9,2.5,10000,1,2,3,23
HNMRW,36,F,Retired,Single,PhD,85000,Urban,Honda,9,2.5,16000,0,4,2,34
ZRSKI,32,M,Architect,Divorced,PhD,60000,Suburban,Nissan,12,4,17000,2,4,3,12
TGXNU,69,F,Artist,Widowed,None,70000,Urban,BMW,1,1.5,8000,0,2,3,34
IJRYF,66,M,Architect,Divorced,Bachelor,70000,Urban,Honda,14,1.5,14000,2,1,2,33
HUODW,42,M,Student,Single,PhD,55000,Urban,Ford,13,2,6000,3,3,2,18
RVAYE,47,F,Teacher,Widowed,None,60000,Urban,Toyota,3,2.5,17000,0,3,3,39
NOBBY,37,M,Retired,Widowed,None,65000,Rural,BMW,12,4,15000,0,3,3,7
IJBUH,33,F,Artist,Widowed,PhD,125000,Rural,Tesla,9,1.5,19000,1,2,2,27
KYBWU,23,M,Doctor,Divorced,Master,55000,Suburban,Chevrolet,6,3.5,18000,1,0,2,24
TXMNG,48,M,Lawyer,Widowed,Bachelor,20000,Urban,Tesla,7,2.5,8000,1,3,2,30
WZNBD,19,F,Lawyer,Divorced,None,100000,Rural,Chevrolet,7,3,7000,3,2,0,9
ZESDQ,61,M,Artist,Single,None,65000,Rural,BMW,6,1.5,15000,2,2,2,13
AEWXC,48,M,Teacher,Divorced,PhD,40000,Urban,Mercedes,5,3.5,13000,3,0,1,6
YYYSH,52,F,Retired,Widowed,None,30000,Rural,Toyota,13,3,9000,2,1,3,7
MPDHE,39,F,Retired,Married,Master,75000,Urban,Tesla,5,2.5,19000,2,2,2,26
KSWXG,33,F,Artist,Widowed,Bachelor,55000,Urban,Ford,3,4,12000,1,1,1,24
VXJWJ,58,M,Manager,Divorced,PhD,95000,Suburban,Ford,3,3,17000,3,2,1,16
GLDFU,35,F,Engineer,Divorced,Bachelor,55000,Urban,BMW,5,1.5,17000,0,3,0,13
WXMIE,67,F,Teacher,Divorced,None,95000,Suburban,Tesla,1,2,15000,3,3,0,13
ZSBWV,35,M,Engineer,Widowed,Bachelor,120000,Rural,BMW,5,1.5,15000,2,0,1,29
ZZECB,18,F,Artist,Divorced,None,135000,Suburban,Tesla,9,3,13000,1,1,3,28
NKWIX,37,M,Student,Widowed,Bachelor,85000,Rural,Ford,1,3.5,16000,2,3,1,31
YBACC,40,M,Retired,Single,Master,100000,Suburban,Mercedes,9,2.5,11000,0,2,0,12
IXRZJ,64,F,Student,Divorced,PhD,110000,Urban,Ford,6,2.5,9000,1,3,0,5
UOPMH,23,F,Artist,Widowed,Master,75000,Suburban,Ford,1,3,6000,0,0,1,10
RPQCM,61,F,Engineer,Divorced,PhD,105000,Rural,Toyota,9,2,8000,0,1,3,22
UTIJO,64,M,Doctor,Single,Bachelor,130000,Urban,BMW,10,4,12000,3,2,3,39
YVFIE,29,F,Manager,Single,None,40000,Urban,Mercedes,10,1.5,15000,3,0,3,38
ATNPZ,43,M,Retired,Widowed,PhD,125000,Rural,Nissan,5,4,13000,1,2,2,33
WTHNV,45,M,Manager,Single,Master,105000,Rural,Chevrolet,5,2.5,13000,1,1,0,39
CZVVO,25,F,Engineer,Divorced,Master,25000,Urban,BMW,5,4,18000,0,3,3,25
JNCRA,27,M,Engineer,Single,Bachelor,20000,Urban,BMW,13,3.5,13000,1,1,0,31
DPPJR,46,M,Artist,Widowed,Bachelor,50000,Rural,Nissan,2,3.5,15000,1,4,1,34
FRIOO,69,M,Teacher,Widowed,Master,30000,Urban,Mercedes,1,2.5,13000,3,2,1,23
VVJVN,19,F,Retired,Widowed,None,20000,Urban,Tesla,10,3,15000,1,2,2,28
CPCDR,47,M,Architect,Married,None,50000,Rural,Mercedes,12,2.5,10000,0,1,2,34
ZNGUJ,49,F,Retired,Widowed,None,70000,Urban,Audi,14,1.5,5000,0,2,0,38
FLXIS,28,F,Artist,Widowed,Bachelor,40000,Urban,Mercedes,10,1.5,10000,2,3,3,14
PMUPG,22,M,Teacher,Single,PhD,85000,Urban,Honda,8,1.5,18000,3,2,2,5
CKHBF,42,F,Doctor,Divorced,PhD,115000,Rural,Chevrolet,3,2,11000,0,1,2,6
LRUJW,35,M,Artist,Widowed,PhD,105000,Urban,Mercedes,10,4,16000,2,3,1,20
ZOHGX,28,F,Manager,Single,None,105000,Rural,Audi,9,3.5,14000,3,3,1,29
XCYWM,65,F,Artist,Married,PhD,25000,Rural,Ford,1,2.5,7000,3,4,0,36
XMUOK,43,F,Engineer,Single,Bachelor,40000,Suburban,Toyota,8,3.5,15000,3,0,3,6
YAJNN,26,F,Artist,Single,PhD,65000,Rural,Toyota,7,2,8000,3,1,1,14
GGVMT,29,M,Manager,Widowed,None,30000,Rural,Tesla,13,3.5,9000,1,2,3,29
ARWWQ,46,M,Architect,Married,Master,105000,Urban,Audi,10,2,13000,1,1,3,27
OVUGT,22,F,Engineer,Divorced,Master,40000,Suburban,Chevrolet,5,3.5,11000,2,2,0,3
TJYRV,33,M,Manager,Single,Master,130000,Rural,Honda,6,1.5,10000,0,2,3,8
WVAAL,40,M,Manager,Single,Bachelor,115000,Rural,Nissan,14,2.5,18000,3,3,1,34
HRGJK,69,F,Student,Married,Master,75000,Suburban,Ford,13,2,18000,0,3,2,6
OJYIC,54,M,Retired,Widowed,None,145000,Rural,Chevrolet,12,4,5000,1,4,3,31
AVXRS,65,M,Architect,Single,Master,80000,Urban,BMW,14,2.5,19000,0,3,0,3
DJADC,25,F,Teacher,Widowed,Bachelor,75000,Urban,BMW,6,3,8000,3,2,3,14
LJEZM,61,M,Doctor,Widowed,PhD,75000,Suburban,BMW,5,1.5,14000,3,4,3,4
YIDQJ,23,F,Lawyer,Widowed,PhD,95000,Suburban,Chevrolet,5,1.5,11000,2,1,3,13
IVKBK,38,F,Lawyer,Widowed,PhD,140000,Urban,Chevrolet,11,3,7000,0,2,3,35
TXWII,60,M,Student,Married,Master,25000,Suburban,Nissan,5,3.5,9000,3,3,2,26
NUIPK,64,F,Doctor,Widowed,Master,120000,Urban,Ford,2,4,15000,0,3,0,38
JXIRR,43,M,Engineer,Widowed,Bachelor,115000,Suburban,Nissan,6,4,14000,1,2,2,21
KOGZF,44,M,Manager,Married,None,145000,Urban,Toyota,10,2,12000,0,0,2,7
OETJK,19,M,Manager,Single,PhD,140000,Suburban,Chevrolet,8,2,13000,2,0,1,5
QMKRQ,64,F,Architect,Widowed,None,30000,Urban,BMW,13,4,16000,3,1,1,37
HBDRF,31,F,Artist,Widowed,Bachelor,75000,Suburban,Chevrolet,2,2,19000,0,0,2,3
ACQDK,55,M,Doctor,Widowed,Master,120000,Suburban,Nissan,7,2.5,11000,0,4,1,10
PBRKZ,26,F,Architect,Divorced,Master,70000,Suburban,BMW,2,2,12000,1,2,3,17
TLOUK,69,F,Lawyer,Married,PhD,145000,Suburban,Tesla,14,2.5,12000,2,2,1,39
MTPOH,50,M,Engineer,Single,None,140000,Urban,Tesla,5,2.5,18000,3,0,3,33
QCBJW,69,M,Doctor,Divorced,PhD,80000,Urban,Audi,4,3.5,13000,0,0,1,6
QZWBN,55,M,Architect,Married,None,30000,Rural,BMW,2,3.5,5000,3,2,0,10
DHAHG,32,F,Student,Married,Bachelor,105000,Rural,Mercedes,10,3,8000,3,0,1,1
YJFWY,41,F,Student,Single,Master,90000,Suburban,Ford,11,4,6000,2,4,3,23
RBVQN,62,F,Teacher,Widowed,Bachelor,65000,Rural,BMW,14,3,15000,3,0,1,4
VGDXO,26,F,Teacher,Married,Bachelor,110000,Rural,BMW,4,1.5,6000,2,4,2,30
NHUMK,37,F,Retired,Married,None,55000,Rural,Audi,10,1.5,6000,2,4,0,14
DLKID,42,M,Manager,Divorced,Master,110000,Urban,Toyota,3,3.5,6000,3,4,3,38
JWVIA,40,F,Doctor,Married,None,60000,Rural,Audi,9,2.5,14000,3,2,0,36
RREOV,45,M,Teacher,Widowed,None,140000,Suburban,Honda,3,3.5,15000,1,0,1,37
CKYKK,67,M,Artist,Single,PhD,125000,Suburban,Ford,13,2.5,11000,3,2,3,19
QJYNU,48,F,Lawyer,Widowed,None,125000,Suburban,Ford,14,4,15000,0,1,3,24
CUKOI,53,M,Doctor,Divorced,Master,55000,Urban,Tesla,2,4,8000,1,4,0,22
JYQSO,42,M,Retired,Widowed,None,110000,Suburban,Nissan,7,4,17000,1,1,0,27
XUCCB,23,F,Student,Widowed,Bachelor,45000,Suburban,Mercedes,5,4,9000,3,1,3,1
RMZYC,34,M,Manager,Single,Bachelor,65000,Suburban,Tesla,9,2,15000,1,2,3,23
HZJPL,31,M,Engineer,Single,Bachelor,115000,Suburban,Ford,8,3.5,12000,1,1,0,33
UWADW,28,M,Student,Divorced,Master,35000,Urban,Tesla,9,2,8000,0,4,2,22
GAJIC,57,F,Lawyer,Divorced,Bachelor,110000,Urban,Toyota,2,4,12000,3,3,3,11
FQOFM,41,F,Artist,Divorced,PhD,50000,Rural,Mercedes,10,3.5,14000,2,0,1,18
SETJL,27,M,Architect,Divorced,Master,40000,Rural,Ford,9,4,14000,3,4,2,21
AOOVJ,47,F,Lawyer,Divorced,None,110000,Suburban,Ford,8,3.5,6000,2,4,1,9
CXBIJ,38,M,Manager,Widowed,Bachelor,30000,Rural,Ford,2,3,15000,0,0,3,13
VTCPY,69,F,Architect,Single,Bachelor,95000,Rural,Tesla,4,3.5,9000,3,3,3,8
QPYNA,33,M,Teacher,Widowed,Master,125000,Urban,Tesla,2,3,18000,2,2,1,36
XBMTM,64,M,Manager,Single,Bachelor,135000,Rural,Mercedes,10,3.5,8000,1,2,3,25
SCZKO,61,M,Student,Divorced,Bachelor,135000,Urban,Honda,11,1.5,5000,1,0,1,6
NDQBN,43,F,Architect,Divorced,Bachelor,130000,Rural,Toyota,4,4,13000,3,0,1,30
GJMVB,32,M,Engineer,Married,None,90000,Rural,Chevrolet,10,3,9000,3,1,3,35
ILCML,24,M,Artist,Divorced,Bachelor,120000,Rural,BMW,11,3,6000,2,3,0,28
VXNAC,39,F,Lawyer,Single,PhD,145000,Urban,Honda,14,3,8000,2,2,0,37
HNBOX,43,M,Engineer,Widowed,Bachelor,130000,Rural,Tesla,6,4,10000,0,2,1,13
TQVKW,56,M,Architect,Widowed,Bachelor,125000,Urban,Ford,9,4,5000,1,2,2,30
GXTXC,66,M,Architect,Widowed,None,125000,Urban,Honda,9,3,18000,3,1,1,2
FZITN,51,F,Engineer,Divorced,Master,70000,Rural,Toyota,1,2,11000,0,0,2,16
OGDKU,30,F,Retired,Divorced,Master,120000,Suburban,Nissan,13,3,5000,0,4,1,17
RHBJI,46,F,Student,Married,Bachelor,120000,Rural,Audi,5,1.5,19000,1,4,3,27
NRJWC,27,F,Architect,Married,PhD,125000,Rural,Ford,7,2.5,7000,0,0,2,9
IIFLJ,28,F,Architect,Widowed,PhD,25000,Suburban,Tesla,10,2.5,8000,2,2,3,9
GBXFF,18,M,Retired,Divorced,None,130000,Suburban,Chevrolet,13,3,16000,2,0,3,14
WZJKD,57,F,Artist,Single,None,75000,Suburban,BMW,11,2.5,14000,0,1,2,18
FHSQC,49,F,Architect,Widowed,PhD,20000,Suburban,Audi,2,3.5,16000,3,2,3,29
TUSPU,51,F,Lawyer,Married,PhD,145000,Rural,Ford,1,2,12000,3,0,2,10
ESCVB,63,M,Manager,Divorced,Master,60000,Urban,BMW,1,3.5,10000,1,2,2,12
XHBOK,41,M,Doctor,Married,Bachelor,125000,Urban,Audi,13,2.5,14000,1,3,2,11
UZUPW,20,M,Student,Widowed,Bachelor,40000,Suburban,Toyota,5,3.5,12000,1,1,0,35
ASTRG,41,F,Architect,Divorced,PhD,50000,Suburban,Chevrolet,9,3,6000,0,4,0,9
PTFPG,67,F,Lawyer,Widowed,Bachelor,20000,Suburban,Toyota,9,4,14000,2,1,3,27
EBQIM,29,M,Engineer,Single,PhD,135000,Suburban,Audi,10,3.5,9000,2,0,1,9
ZNYDV,46,M,Doctor,Divorced,Master,100000,Rural,BMW,9,2.5,10000,2,2,1,7
GUPLX,59,M,Manager,Single,None,100000,Urban,Nissan,4,2,16000,1,1,1,3
DSVCA,33,F,Lawyer,Married,Master,105000,Rural,Honda,13,2,10000,1,1,1,17
BMIEU,42,M,Student,Widowed,Bachelor,105000,Rural,Ford,7,3,12000,2,2,3,8
EJRAG,39,F,Teacher,Divorced,Bachelor,100000,Suburban,Audi,2,4,6000,3,3,0,13
OYPLC,59,M,Manager,Widowed,Master,55000,Suburban,Ford,3,2.5,15000,0,3,3,1
FRDNH,23,M,Artist,Divorced,Bachelor,120000,Rural,Chevrolet,10,2,8000,3,4,1,38
UTCDS,44,F,Doctor,Divorced,PhD,45000,Suburban,Toyota,6,4,17000,3,1,2,1
ITVNX,32,M,Engineer,Single,Bachelor,90000,Rural,Mercedes,13,3,13000,0,1,2,29
DQQTM,63,M,Manager,Single,None,85000,Urban,Toyota,7,2,17000,1,0,3,37
GXRQC,53,F,Engineer,Single,Bachelor,120000,Rural,Mercedes,6,1.5,19000,2,0,0,37
TSQXN,51,M,Retired,Divorced,PhD,85000,Urban,Tesla,12,2,6000,1,0,0,39
YWTBS,31,M,Student,Married,PhD,90000,Suburban,Chevrolet,13,1.5,11000,3,1,3,15
RIZEI,69,F,Retired,Widowed,None,85000,Urban,Honda,7,1.5,15000,1,3,2,38
KSAZV,40,F,Architect,Married,Master,75000,Suburban,Ford,2,4,19000,2,3,2,33
XFVFM,56,M,Manager,Married,Master,30000,Suburban,Tesla,9,1.5,16000,1,1,0,13
VWBHD,29,F,Teacher,Single,Master,100000,Suburban,Mercedes,5,4,11000,0,1,1,4
RFEMW,69,M,Teacher,Widowed,None,100000,Suburban,Ford,1,2.5,13000,0,2,3,1
LSDJV,65,F,Retired,Divorced,None,95000,Suburban,Tesla,3,3,6000,1,2,1,12
KHHZX,42,F,Lawyer,Widowed,Master,50000,Urban,Audi,11,4,11000,1,2,2,17
KYPJU,64,F,Teacher,Married,Master,135000,Suburban,Mercedes,13,4,8000,0,2,3,6
NODMC,36,M,Lawyer,Married,None,75000,Urban,Toyota,1,4,9000,3,0,2,20
QCFMM,53,M,Engineer,Married,Bachelor,125000,Urban,Toyota,9,1.5,8000,0,4,0,4
BWQYW,46,F,Student,Divorced,Master,85000,Urban,Mercedes,7,4,12000,1,4,1,7
REPVQ,54,F,Manager,Divorced,PhD,45000,Rural,Audi,13,2.5,6000,0,4,1,26
DCTKO,67,F,Lawyer,Married,PhD,140000,Urban,Chevrolet,1,2,9000,1,0,1,18
JWLNR,54,F,Artist,Married,Master,140000,Rural,Chevrolet,9,1.5,13000,3,3,1,37
SDWQQ,32,F,Lawyer,Single,Master,145000,Suburban,BMW,12,2.5,15000,2,1,2,20
IFHSE,62,M,Lawyer,Married,None,100000,Rural,Mercedes,4,2.5,16000,1,1,3,1
WQAHT,53,M,Manager,Single,Master,105000,Rural,Honda,10,2.5,14000,1,3,0,19
AUHFN,54,M,Student,Married,PhD,115000,Rural,Mercedes,4,2.5,15000,3,2,2,23
GRLJG,19,F,Student,Single,PhD,105000,Urban,Honda,8,2,17000,0,1,2,22
DVNEA,62,F,Doctor,Married,None,60000,Suburban,BMW,14,2.5,9000,3,2,2,30
WYFCI,29,M,Manager,Divorced,None,55000,Urban,Chevrolet,6,1.5,13000,3,0,2,29
YOPDK,59,F,Artist,Divorced,None,125000,Rural,Mercedes,4,4,13000,2,1,1,14
USNPK,31,M,Architect,Widowed,None,95000,Suburban,Tesla,8,3.5,15000,1,4,0,11
OGXUQ,46,F,Manager,Single,None,70000,Urban,BMW,5,3,11000,2,2,2,9
ZIKUS,68,F,Lawyer,Married,Bachelor,145000,Urban,Nissan,11,3.5,19000,1,4,2,6
XXHQP,37,M,Engineer,Widowed,Bachelor,115000,Rural,BMW,11,2,8000,0,0,1,23
PXOSW,41,F,Artist,Divorced,Bachelor,105000,Suburban,Toyota,14,1.5,14000,0,4,3,28
DSHYI,66,M,Retired,Divorced,Bachelor,25000,Rural,Toyota,12,3.5,12000,1,0,2,32
TXIPW,32,F,Student,Married,Bachelor,90000,Rural,Toyota,14,4,15000,0,4,2,36
NNWQV,63,M,Retired,Divorced,None,130000,Rural,Honda,12,3.5,15000,3,2,1,3
QMYAG,27,M,Manager,Married,PhD,70000,Rural,Nissan,6,4,19000,2,2,1,30
HGFNK,27,F,Doctor,Married,Master,140000,Suburban,Tesla,6,3,17000,1,4,3,39
LCZEO,24,M,Lawyer,Single,Master,70000,Suburban,Nissan,12,1.5,13000,0,3,2,17
TVHEM,30,M,Lawyer,Widowed,Master,115000,Suburban,Tesla,5,3.5,9000,1,3,0,7
LDCCB,24,F,Engineer,Divorced,PhD,25000,Urban,Toyota,3,1.5,15000,1,3,3,32
BPDQL,26,M,Artist,Divorced,PhD,120000,Urban,BMW,1,4,5000,0,4,1,15
JAPOT,68,M,Student,Widowed,None,55000,Suburban,Tesla,13,2.5,7000,1,0,1,31
HXMAX,61,F,Teacher,Widowed,None,90000,Rural,Tesla,4,2.5,18000,2,4,3,38
UFKOS,53,F,Manager,Single,PhD,145000,Rural,Mercedes,9,2.5,16000,2,3,0,12
VENBL,67,F,Artist,Widowed,Bachelor,75000,Rural,Ford,2,1.5,14000,0,4,2,30
TECIO,29,F,Architect,Married,PhD,110000,Suburban,BMW,9,2.5,5000,1,3,0,22
WXWXF,24,F,Teacher,Widowed,Bachelor,95000,Urban,Chevrolet,1,2.5,17000,3,0,3,27
IEWAC,32,M,Engineer,Widowed,Master,80000,Urban,Nissan,2,1.5,14000,2,1,1,10
DOYSU,25,M,Manager,Widowed,PhD,40000,Urban,Audi,1,4,11000,2,4,1,7
BROTK,19,M,Teacher,Widowed,None,20000,Urban,Tesla,13,3,6000,1,1,0,18
RORHX,29,F,Student,Divorced,Bachelor,130000,Urban,Tesla,5,2.5,13000,3,0,3,34
MYFIL,53,M,Architect,Widowed,Master,115000,Rural,Nissan,10,2,17000,3,2,1,17
HRDVO,39,M,Manager,Divorced,None,25000,Urban,BMW,8,1.5,15000,2,0,0,20
KPLRM,35,F,Doctor,Widowed,Bachelor,145000,Suburban,Mercedes,6,1.5,15000,3,2,2,9
BQQLF,42,F,Lawyer,Single,PhD,115000,Rural,Honda,4,3,9000,0,4,3,9
EXSMR,57,F,Artist,Single,PhD,30000,Suburban,BMW,10,1.5,14000,1,0,3,15
KHQEB,47,M,Retired,Single,Master,140000,Urban,Chevrolet,13,3,19000,0,2,3,25
ENHVW,60,F,Artist,Single,None,90000,Rural,BMW,4,3.5,11000,2,4,3,10
KZOEE,46,F,Lawyer,Married,Bachelor,90000,Urban,Honda,7,1.5,16000,3,0,0,8
APVUY,26,F,Manager,Divorced,Bachelor,75000,Urban,Ford,14,2.5,18000,0,2,2,38
YZHTQ,58,F,Student,Widowed,Bachelor,135000,Urban,BMW,7,2,14000,3,1,1,12
ZQCAL,51,M,Artist,Single,Master,85000,Suburban,BMW,7,3,14000,1,0,1,22
EMPSJ,19,M,Engineer,Widowed,Master,115000,Suburban,Tesla,10,1.5,15000,2,2,1,26
BOQFM,51,F,Artist,Widowed,Bachelor,100000,Rural,Audi,14,3,13000,3,4,0,30
SUOAZ,28,F,Manager,Married,Bachelor,120000,Rural,BMW,7,1.5,15000,2,4,3,19
XRUSU,59,F,Retired,Married,Master,50000,Suburban,Chevrolet,1,2,7000,3,1,3,7
ZBMZG,65,F,Architect,Married,None,70000,Suburban,Tesla,14,1.5,18000,0,2,3,35
STLJH,20,M,Teacher,Widowed,Master,75000,Urban,Chevrolet,6,3.5,6000,0,0,3,6
RHBTF,29,F,Manager,Single,Master,30000,Urban,Chevrolet,1,4,7000,3,2,1,39
OCKDT,36,F,Manager,Single,None,130000,Suburban,Honda,11,3.5,19000,3,0,0,39
IRUUH,47,M,Architect,Married,None,25000,Suburban,Audi,12,4,12000,0,1,0,11
KFVGY,36,M,Lawyer,Divorced,PhD,75000,Suburban,Audi,6,3.5,6000,2,1,2,24
LNTKQ,29,M,Teacher,Single,Bachelor,30000,Urban,BMW,8,4,13000,2,2,0,37
PWMBJ,22,M,Engineer,Married,Bachelor,135000,Suburban,Honda,2,2.5,5000,3,4,2,14
NOIDZ,32,M,Engineer,Widowed,Bachelor,135000,Suburban,BMW,6,2,15000,2,1,1,33
VFBSY,51,M,Artist,Single,Bachelor,135000,Suburban,Chevrolet,5,4,19000,1,0,1,31
OTHLL,18,M,Student,Married,Master,105000,Urban,Tesla,4,4,11000,3,1,3,35
HYSHD,33,M,Retired,Single,None,55000,Suburban,BMW,6,2.5,6000,1,4,3,30
PLLPN,59,F,Lawyer,Married,PhD,140000,Rural,BMW,12,2.5,12000,1,3,1,31
AYQBN,58,M,Lawyer,Divorced,Bachelor,70000,Suburban,Audi,8,1.5,12000,2,1,3,33
BFYSM,33,F,Retired,Widowed,PhD,120000,Urban,Chevrolet,13,2.5,7000,0,3,1,36
QKJKP,29,M,Retired,Widowed,None,140000,Suburban,Mercedes,13,3.5,12000,3,2,0,39
FVREN,53,M,Architect,Single,None,30000,Rural,Nissan,7,2.5,17000,3,4,3,28
TNMAJ,22,F,Doctor,Married,Master,25000,Suburban,Tesla,1,4,8000,2,0,2,18
WPKXC,55,M,Retired,Single,Master,120000,Suburban,Ford,10,3,17000,2,1,0,26
JCYGK,49,F,Retired,Divorced,Master,25000,Rural,Audi,5,4,14000,2,4,2,16
POKET,63,M,Lawyer,Widowed,Master,95000,Urban,Nissan,2,3,7000,1,4,1,17
BJOAL,24,M,Retired,Married,PhD,70000,Urban,Nissan,7,4,19000,0,3,2,14
LUUMB,56,M,Architect,Divorced,PhD,125000,Rural,Nissan,6,2.5,6000,0,1,2,24
NJXTP,53,M,Artist,Widowed,Master,75000,Rural,Audi,8,2,19000,1,2,0,27
FEWJM,43,M,Retired,Widowed,PhD,25000,Suburban,Audi,8,4,13000,1,3,3,6
MNHCS,66,M,Engineer,Widowed,Bachelor,140000,Suburban,Honda,4,1.5,16000,0,4,3,6
NCUKC,68,M,Engineer,Single,PhD,135000,Urban,Chevrolet,3,3.5,16000,1,2,3,29
HFUSX,55,F,Engineer,Married,PhD,55000,Suburban,Chevrolet,6,1.5,9000,0,2,1,33
CKDPR,43,M,Artist,Married,None,40000,Suburban,Ford,11,4,7000,3,4,3,11
YDDTI,69,F,Engineer,Widowed,PhD,45000,Suburban,Audi,6,2,16000,0,1,1,24
QBIZX,68,F,Doctor,Single,Master,35000,Rural,Ford,12,1.5,14000,3,3,1,27
FJPMM,27,M,Teacher,Divorced,Bachelor,140000,Rural,Chevrolet,5,1.5,8000,1,3,0,27
SVQTC,37,F,Doctor,Divorced,Bachelor,40000,Urban,Toyota,13,2.5,5000,2,1,1,13
XGRZX,32,M,Student,Divorced,Bachelor,125000,Urban,Honda,1,1.5,16000,1,0,3,20
CFMOX,24,F,Manager,Married,PhD,50000,Urban,Nissan,13,2.5,14000,0,4,0,37
FJFDB,20,F,Engineer,Single,Master,105000,Urban,Honda,8,2.5,19000,1,2,2,17
XSLMR,34,M,Architect,Widowed,None,125000,Suburban,Toyota,9,2.5,8000,3,0,3,16
BSSPF,35,F,Manager,Widowed,None,70000,Rural,Nissan,11,2.5,17000,0,0,1,20
DUOFN,29,F,Retired,Widowed,Bachelor,140000,Urban,Tesla,12,2,18000,3,4,1,31
TRNDH,37,M,Lawyer,Married,None,130000,Urban,Tesla,7,3,10000,2,0,3,28
VVGBJ,27,M,Manager,Single,PhD,20000,Suburban,Audi,11,3.5,19000,0,2,0,22
JKKGT,48,M,Retired,Single,None,110000,Rural,Chevrolet,7,3.5,8000,0,4,2,36
THJTX,45,M,Engineer,Single,Bachelor,30000,Rural,Chevrolet,2,2.5,17000,2,4,1,39
UWADU,62,F,Retired,Single,Bachelor,145000,Urban,Nissan,4,3.5,11000,3,3,3,34
IHTSN,47,M,Lawyer,Divorced,None,30000,Suburban,Ford,4,4,10000,2,1,2,31
IMBME,20,F,Student,Divorced,Master,30000,Rural,Audi,4,3,10000,1,0,2,1
FSMNR,59,M,Artist,Single,PhD,110000,Suburban,Honda,1,3,6000,1,1,3,14
EREWW,65,M,Architect,Widowed,PhD,95000,Rural,Tesla,10,1.5,16000,0,0,3,11
RULMP,66,M,Artist,Widowed,None,55000,Urban,Honda,2,4,6000,0,2,3,26
PVMFR,43,F,Artist,Divorced,None,45000,Suburban,Nissan,5,2,6000,1,2,3,14
YRGRL,19,F,Manager,Widowed,None,55000,Urban,Honda,9,3.5,19000,0,2,1,13
ARRQC,67,F,Manager,Single,PhD,120000,Suburban,Toyota,12,2.5,19000,3,4,1,11
LJLQZ,51,M,Lawyer,Divorced,PhD,40000,Suburban,Audi,14,2,15000,0,3,3,18
LEFGK,49,F,Manager,Widowed,PhD,100000,Rural,Nissan,2,3.5,17000,2,3,0,11
ABDPE,67,M,Artist,Divorced,PhD,65000,Suburban,Audi,1,4,12000,3,2,0,3
THKCP,43,M,Student,Married,PhD,55000,Rural,Audi,2,2.5,8000,3,1,3,18
CBSCK,63,M,Student,Single,Bachelor,50000,Urban,Tesla,11,1.5,13000,2,4,0,28
FPPUA,34,M,Student,Married,None,105000,Suburban,Audi,6,4,9000,2,2,1,14
WLLHC,39,M,Teacher,Married,PhD,60000,Rural,Honda,2,3.5,18000,3,3,1,13
IIWTR,69,M,Retired,Married,Bachelor,25000,Rural,Nissan,14,2,5000,0,3,0,14
WIOCE,56,M,Retired,Single,Master,95000,Suburban,Ford,6,4,13000,3,1,1,39
CJAQS,58,M,Doctor,Married,None,120000,Urban,Honda,11,1.5,17000,1,2,0,33
HILHO,31,F,Teacher,Divorced,PhD,90000,Suburban,BMW,9,3,19000,2,1,3,28
DJXTS,66,F,Architect,Divorced,None,70000,Urban,Tesla,5,2.5,7000,1,3,1,3
PNHGU,25,M,Manager,Widowed,None,125000,Suburban,BMW,12,3.5,8000,0,2,0,8
CMPMI,53,M,Artist,Divorced,None,125000,Suburban,Audi,4,3.5,12000,2,4,1,13
FXENH,50,F,Manager,Divorced,None,35000,Urban,Nissan,6,4,12000,3,1,2,34
QYKDK,67,F,Teacher,Single,None,140000,Rural,Chevrolet,9,4,10000,3,1,2,1
JYEEF,57,F,Doctor,Divorced,Master,40000,Urban,Nissan,10,4,16000,1,3,2,27
GBQVE,56,F,Teacher,Widowed,PhD,55000,Rural,Tesla,12,2.5,12000,2,3,3,5
ASZNQ,22,M,Lawyer,Divorced,Bachelor,75000,Suburban,Nissan,13,2,5000,1,3,0,33
HKXRH,65,F,Teacher,Widowed,PhD,100000,Suburban,BMW,14,3,8000,3,1,1,1
